# generated_at_utc=2026-04-29T14:58:57+00:00
# node20_url=https://nodejs.org/download/release/latest-v20.x/docs/api/all.json
# node20_etag="6ad7aab45da329642a1c43356a17c3b3"
# node20_last_modified=Tue, 24 Mar 2026 03:28:14 GMT
# node22_url=https://nodejs.org/download/release/latest-v22.x/docs/api/all.json
# node22_etag="b205ea07cce12bde5a37c9b12078c400"
# node22_last_modified=Tue, 24 Mar 2026 04:15:15 GMT
# deno_compat_url=https://docs.deno.com/runtime/reference/node_apis/
# deno_compat_etag=W/"1b985-9UvrDk5GwfdlaQ/w1Oe4efXtGhp"
# deno_compat_last_modified=Wed, 22 Apr 2026 13:34:59 GMT
# deno_repo=/Users/jack/src/github.com/agentstation/deno
# deno_git_branch=locker-v2.7.14
# deno_git_commit=a2cc5bfdc77713c9028709f386dbd671dd3f1150
# generator_path=scripts/runtime/node/generate_matrix.py
module,symbol,kind,node20_status,node22_status,added_in,deprecated_in,deno_coverage,verification_status,notes,compatibility_target,runtime_preset,support_state,verification_lane
node:cluster,cluster.Worker,class,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.Worker,class,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.disconnect,event,stable,stable,v0.7.7,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.disconnect,event,stable,stable,v0.7.7,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.disconnect,method,stable,stable,v0.7.7,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.disconnect,method,stable,stable,v0.7.7,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.error,event,stable,stable,v0.7.3,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.error,event,stable,stable,v0.7.3,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.exit,event,stable,stable,v0.11.2,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.exit,event,stable,stable,v0.11.2,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.isConnected,method,stable,stable,v0.11.14,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.isConnected,method,stable,stable,v0.11.14,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.isDead,method,stable,stable,v0.11.14,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.isDead,method,stable,stable,v0.11.14,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.kill,method,stable,stable,v0.9.12,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.kill,method,stable,stable,v0.9.12,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.listening,event,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.listening,event,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.message,event,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.message,event,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.online,event,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.online,event,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.send,method,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.Worker.send,method,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.disconnect,event,stable,stable,v0.7.9,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.disconnect,event,stable,stable,v0.7.9,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.disconnect,method,stable,stable,v0.7.7,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.disconnect,method,stable,stable,v0.7.7,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.exit,event,stable,stable,v0.7.9,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.exit,event,stable,stable,v0.7.9,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.fork,event,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.fork,event,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.fork,method,stable,stable,v0.6.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.fork,method,stable,stable,v0.6.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.listening,event,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.listening,event,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.message,event,stable,stable,v2.5.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.message,event,stable,stable,v2.5.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.online,event,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.online,event,stable,stable,v0.7.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.setup,event,stable,stable,v0.7.1,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.setup,event,stable,stable,v0.7.1,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.setupMaster,method,deprecated,deprecated,v0.7.1,,StubOnly,NeedsVerification,Deprecated | All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.setupMaster,method,deprecated,deprecated,v0.7.1,,StubOnly,NeedsVerification,Deprecated | All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:cluster,cluster.setupPrimary,method,stable,stable,v16.0.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Application,StubOnly,pending-node-upstream
node:cluster,cluster.setupPrimary,method,stable,stable,v16.0.0,,StubOnly,NeedsVerification,All symbols: This symbol is a non-functional stub.,Node22,Tooling,StubOnly,pending-node-upstream
node:console,console.Console,class,stable,stable,,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console,class,stable,stable,,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.assert,method,stable,stable,v0.1.101,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.assert,method,stable,stable,v0.1.101,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.clear,method,stable,stable,v8.3.0,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.clear,method,stable,stable,v8.3.0,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.count,method,stable,stable,v8.3.0,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.count,method,stable,stable,v8.3.0,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.countReset,method,stable,stable,v8.3.0,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.countReset,method,stable,stable,v8.3.0,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.debug,method,stable,stable,v8.0.0,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.debug,method,stable,stable,v8.0.0,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.dir,method,stable,stable,v0.1.101,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.dir,method,stable,stable,v0.1.101,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.dirxml,method,stable,stable,v8.0.0,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.dirxml,method,stable,stable,v8.0.0,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.error,method,stable,stable,v0.1.100,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.error,method,stable,stable,v0.1.100,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.group,method,stable,stable,v8.5.0,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.group,method,stable,stable,v8.5.0,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.groupCollapsed,method,stable,stable,v8.5.0,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.groupCollapsed,method,stable,stable,v8.5.0,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.groupEnd,method,stable,stable,v8.5.0,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.groupEnd,method,stable,stable,v8.5.0,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.info,method,stable,stable,v0.1.100,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.info,method,stable,stable,v0.1.100,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.log,method,stable,stable,v0.1.100,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.log,method,stable,stable,v0.1.100,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.table,method,stable,stable,v10.0.0,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.table,method,stable,stable,v10.0.0,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.time,method,stable,stable,v0.1.104,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.time,method,stable,stable,v0.1.104,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.timeEnd,method,stable,stable,v0.1.104,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.timeEnd,method,stable,stable,v0.1.104,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.timeLog,method,stable,stable,v10.7.0,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.timeLog,method,stable,stable,v10.7.0,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.trace,method,stable,stable,v0.1.104,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.trace,method,stable,stable,v0.1.104,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.Console.warn,method,stable,stable,v0.1.100,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.Console.warn,method,stable,stable,v0.1.100,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.profile,method,stable,stable,v8.0.0,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.profile,method,stable,stable,v8.0.0,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.profileEnd,method,stable,stable,v8.0.0,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.profileEnd,method,stable,stable,v8.0.0,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:console,console.timeStamp,method,stable,stable,v8.0.0,,NeedsVerification,NeedsVerification,,Node22,Application,NeedsVerification,pending-node-upstream
node:console,console.timeStamp,method,stable,stable,v8.0.0,,NeedsVerification,NeedsVerification,,Node22,Tooling,NeedsVerification,pending-node-upstream
node:constants,node:constants,module,stable,stable,,,NeedsVerification,NeedsVerification,placeholder module row; source mapping unresolved in doc/api/constants.md,Node22,Application,NeedsVerification,pending-node-upstream
node:constants,node:constants,module,stable,stable,,,NeedsVerification,NeedsVerification,placeholder module row; source mapping unresolved in doc/api/constants.md,Node22,Tooling,NeedsVerification,pending-node-upstream
node:crypto,crypto.Certificate,class,stable,stable,v0.11.8,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Application,Partial,pending-node-upstream
node:crypto,crypto.Certificate,class,stable,stable,v0.11.8,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Tooling,Partial,pending-node-upstream
node:crypto,crypto.Certificate.exportChallenge,method,stable,stable,v0.11.8,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Application,Partial,pending-node-upstream
node:crypto,crypto.Certificate.exportChallenge,method,stable,stable,v0.11.8,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Tooling,Partial,pending-node-upstream
node:crypto,crypto.Certificate.exportPublicKey,method,stable,stable,v0.11.8,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Application,Partial,pending-node-upstream
node:crypto,crypto.Certificate.exportPublicKey,method,stable,stable,v0.11.8,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Tooling,Partial,pending-node-upstream
node:crypto,crypto.Certificate.verifySpkac,method,stable,stable,v0.11.8,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Application,Partial,pending-node-upstream
node:crypto,crypto.Certificate.verifySpkac,method,stable,stable,v0.11.8,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Tooling,Partial,pending-node-upstream
node:crypto,crypto.Cipher,class,stable,stable,v0.1.94,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Application,Partial,pending-node-upstream
node:crypto,crypto.Cipher,class,stable,stable,v0.1.94,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Tooling,Partial,pending-node-upstream
node:crypto,crypto.Cipher.final,method,stable,stable,v0.1.94,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Application,Partial,pending-node-upstream
node:crypto,crypto.Cipher.final,method,stable,stable,v0.1.94,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Tooling,Partial,pending-node-upstream
node:crypto,crypto.Cipher.getAuthTag,method,stable,stable,v1.0.0,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Application,Partial,pending-node-upstream
node:crypto,crypto.Cipher.getAuthTag,method,stable,stable,v1.0.0,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Tooling,Partial,pending-node-upstream
node:crypto,crypto.Cipher.setAAD,method,stable,stable,v1.0.0,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Application,Partial,pending-node-upstream
node:crypto,crypto.Cipher.setAAD,method,stable,stable,v1.0.0,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Tooling,Partial,pending-node-upstream
node:crypto,crypto.Cipher.setAutoPadding,method,stable,stable,v0.7.1,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Application,Partial,pending-node-upstream
node:crypto,crypto.Cipher.setAutoPadding,method,stable,stable,v0.7.1,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Tooling,Partial,pending-node-upstream
node:crypto,crypto.Cipher.update,method,stable,stable,v0.1.94,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Application,Partial,pending-node-upstream
node:crypto,crypto.Cipher.update,method,stable,stable,v0.1.94,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Tooling,Partial,pending-node-upstream
node:crypto,crypto.Decipher,class,stable,stable,v0.1.94,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Application,Partial,pending-node-upstream
node:crypto,crypto.Decipher,class,stable,stable,v0.1.94,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Tooling,Partial,pending-node-upstream
node:crypto,crypto.Decipher.final,method,stable,stable,v0.1.94,,ImplementedPartial,NeedsVerification,"Certificate: The methods are non-functional stubs. | generateKeyPair: The x448 option is not supported. | generatePrime: The safe , add and rem option is not supported. | KeyObject: The following are non-functional stubs: | publicDecrypt: This symbol is a non-functional stub. | secureHeapUsed: This symbol is a non-functional stub. | setEngine: This symbol is a non-functional stub. | ECDH: The convertKey method is a non-functional sub. | Sign: The sign and verify methods are not supported with non BinaryLike input.",Node22,Application,Partial,pending-node-upstream
