# generated_at_utc=2026-04-29T14:58:57+00:00
# node20_url=https://nodejs.org/download/release/latest-v20.x/docs/api/all.json
# node20_etag="6ad7aab45da329642a1c43356a17c3b3"
# node20_last_modified=Tue, 24 Mar 2026 03:28:14 GMT
# node22_url=https://nodejs.org/download/release/latest-v22.x/docs/api/all.json
# node22_etag="b205ea07cce12bde5a37c9b12078c400"
# node22_last_modified=Tue, 24 Mar 2026 04:15:15 GMT
# deno_compat_url=https://docs.deno.com/runtime/reference/node_apis/
# deno_compat_etag=W/"1b985-9UvrDk5GwfdlaQ/w1Oe4efXtGhp"
# deno_compat_last_modified=Wed, 22 Apr 2026 13:34:59 GMT
# deno_repo=/Users/jack/src/github.com/agentstation/deno
# deno_git_branch=locker-v2.7.14
# deno_git_commit=a2cc5bfdc77713c9028709f386dbd671dd3f1150
# generator_path=scripts/runtime/node/generate_matrix.py
module,symbol,kind,added_in,deprecated_in,node_status,notes
node:http2,http2.Http2Session.goaway,method,v9.4.0,,stable,
node:http2,http2.Http2Session.localSettings,event,v8.4.0,,stable,
node:http2,http2.Http2Session.ping,event,v10.12.0,,stable,
node:http2,http2.Http2Session.ping,method,v8.9.3,,stable,
node:http2,http2.Http2Session.ref,method,v9.4.0,,stable,
node:http2,http2.Http2Session.remoteSettings,event,v8.4.0,,stable,
node:http2,http2.Http2Session.setLocalWindowSize,method,v15.3.0,,stable,
node:http2,http2.Http2Session.setTimeout,method,v8.4.0,,stable,
node:http2,http2.Http2Session.settings,method,v8.4.0,,stable,
node:http2,http2.Http2Session.stream,event,v8.4.0,,stable,
node:http2,http2.Http2Session.timeout,event,v8.4.0,,stable,
node:http2,http2.Http2Session.unref,method,v9.4.0,,stable,
node:http2,http2.Http2Stream,class,v8.4.0,,stable,
node:http2,http2.Http2Stream.aborted,event,v8.4.0,,stable,
node:http2,http2.Http2Stream.close,event,v8.4.0,,stable,
node:http2,http2.Http2Stream.close,method,v8.4.0,,stable,
node:http2,http2.Http2Stream.error,event,v8.4.0,,stable,
node:http2,http2.Http2Stream.frameError,event,v8.4.0,,stable,
node:http2,http2.Http2Stream.priority,method,v8.4.0,,deprecated,Deprecated: support for priority signaling has been deprecated in the [RFC 9113][] and is no longer supported in Node.js.
node:http2,http2.Http2Stream.ready,event,v8.4.0,,stable,
node:http2,http2.Http2Stream.sendTrailers,method,v10.0.0,,stable,
node:http2,http2.Http2Stream.setTimeout,method,v8.4.0,,stable,
node:http2,http2.Http2Stream.timeout,event,v8.4.0,,stable,
node:http2,http2.Http2Stream.trailers,event,v8.4.0,,stable,
node:http2,http2.Http2Stream.wantTrailers,event,v10.0.0,,stable,
node:http2,http2.ServerHttp2Session,class,v8.4.0,,stable,
node:http2,http2.ServerHttp2Session.altsvc,method,v9.4.0,,stable,
node:http2,http2.ServerHttp2Session.origin,method,v10.12.0,,stable,
node:http2,http2.ServerHttp2Stream,class,v8.4.0,,stable,
node:http2,http2.ServerHttp2Stream.additionalHeaders,method,v8.4.0,,stable,
node:http2,http2.ServerHttp2Stream.pushStream,method,v8.4.0,,stable,
node:http2,http2.ServerHttp2Stream.respond,method,v8.4.0,,stable,
node:http2,http2.ServerHttp2Stream.respondWithFD,method,v8.4.0,,stable,
node:http2,http2.ServerHttp2Stream.respondWithFile,method,v8.4.0,,stable,
node:http2,http2.connect,method,v8.4.0,,stable,
node:http2,http2.createSecureServer,method,v8.4.0,,stable,
node:http2,http2.createServer,method,v8.4.0,,stable,
node:http2,http2.getDefaultSettings,method,v8.4.0,,stable,
node:http2,http2.getPackedSettings,method,v8.4.0,,stable,
node:http2,http2.getUnpackedSettings,method,v8.4.0,,stable,
node:http2,http2.performServerHandshake,method,v21.7.0,,stable,
node:https,https.Agent,class,v0.4.5,,stable,
node:https,https.Server,class,v0.3.4,,stable,
node:https,https.Server.[Symbol.asyncDispose],method,v20.4.0,,experimental,Experimental
node:https,https.Server.close,method,v0.1.90,,stable,
node:https,https.Server.closeAllConnections,method,v18.2.0,,stable,
node:https,https.Server.closeIdleConnections,method,v18.2.0,,stable,
node:https,https.Server.listen,method,,,stable,
node:https,https.Server.setTimeout,method,v0.11.2,,stable,
node:https,https.createServer,method,v0.3.4,,stable,
node:https,https.get,method,v0.3.6,,stable,
node:https,https.request,method,v0.3.6,,stable,
node:inspector,inspector.Session,class,,,stable,
node:inspector,inspector.Session.<inspector-protocol-method>`,event,v8.0.0,,stable,
node:inspector,inspector.Session.<inspector-protocol-method>`;,event,v8.0.0,,stable,
node:inspector,inspector.Session.connect,method,v8.0.0,,stable,
node:inspector,inspector.Session.connectToMainThread,method,v12.11.0,,stable,
node:inspector,inspector.Session.disconnect,method,v8.0.0,,stable,
node:inspector,inspector.Session.inspectorNotification,event,v8.0.0,,stable,
node:inspector,inspector.Session.post,method,v19.0.0,,stable,
node:inspector,inspector.close,method,v9.0.0,,stable,
node:inspector,inspector.dataReceived,method,v22.17.0,,stable,
node:inspector,inspector.dataSent,method,v22.18.0,,stable,
node:inspector,inspector.loadingFailed,method,v22.7.0,,stable,
node:inspector,inspector.loadingFinished,method,v22.6.0,,stable,
node:inspector,inspector.open,method,,,stable,
node:inspector,inspector.requestWillBeSent,method,v22.6.0,,stable,
node:inspector,inspector.responseReceived,method,v22.6.0,,stable,
node:inspector,inspector.url,method,,,stable,
node:inspector,inspector.waitForDebugger,method,v12.7.0,,stable,
node:module,module.SourceMap,class,v13.7.0,,stable,
node:module,module.SourceMap.findEntry,method,,,stable,
node:module,module.SourceMap.findOrigin,method,v20.4.0,,stable,
node:module,module.createRequire,method,v12.2.0,,stable,
node:module,module.enableCompileCache,method,v22.8.0,,experimental,.1 - Active Development
node:module,module.findPackageJSON,method,v22.14.0,,experimental,.1 - Active Development
node:module,module.findSourceMap,method,v13.7.0,,stable,
node:module,module.flushCompileCache,method,v23.0.0,,experimental,.1 - Active Development
node:module,module.getCompileCacheDir,method,v22.8.0,,experimental,.1 - Active Development
node:module,module.getSourceMapsSupport,method,v22.14.0,,stable,
node:module,module.initialize,method,v20.6.0,,experimental,.2 - Release candidate
node:module,module.isBuiltin,method,v18.6.0,,stable,
node:module,module.load,method,,,stable,
node:module,module.register,method,v20.6.0,,experimental,.1 - Active development
node:module,module.registerHooks,method,v22.15.0,,experimental,.1 - Active development
node:module,module.resolve,method,,,stable,
node:module,module.setSourceMapsSupport,method,v22.14.0,,stable,
node:module,module.stripTypeScriptTypes,method,v22.13.0,,experimental,.2 - Release candidate
node:module,module.syncBuiltinESMExports,method,v12.12.0,,stable,
node:net,net.BlockList,class,v15.0.0,,stable,
node:net,net.BlockList.addAddress,method,v15.0.0,,stable,
node:net,net.BlockList.addRange,method,v15.0.0,,stable,
node:net,net.BlockList.addSubnet,method,v15.0.0,,stable,
node:net,net.BlockList.check,method,v15.0.0,,stable,
node:net,net.BlockList.fromJSON,method,,,experimental,Experimental
node:net,net.BlockList.isBlockList,method,v22.13.0,,stable,
node:net,net.BlockList.toJSON,method,,,experimental,Experimental
node:net,net.Server,class,v0.1.90,,stable,
node:net,net.Server.[Symbol.asyncDispose],method,v20.5.0,,experimental,Experimental
node:net,net.Server.address,method,v0.1.90,,stable,
node:net,net.Server.close,event,v0.5.0,,stable,
node:net,net.Server.close,method,v0.1.90,,stable,
node:net,net.Server.connection,event,v0.1.90,,stable,
node:net,net.Server.drop,event,v18.6.0,,stable,
node:net,net.Server.error,event,v0.1.90,,stable,
node:net,net.Server.getConnections,method,v0.9.7,,stable,
node:net,net.Server.listen,method,,,stable,
node:net,net.Server.listening,event,v0.1.90,,stable,
node:net,net.Server.ref,method,v0.9.1,,stable,
node:net,net.Server.unref,method,v0.9.1,,stable,
node:net,net.Socket,class,v0.3.4,,stable,
node:net,net.Socket.address,method,v0.1.90,,stable,
node:net,net.Socket.close,event,v0.1.90,,stable,
node:net,net.Socket.connect,event,v0.1.90,,stable,
node:net,net.Socket.connect,method,,,stable,
node:net,net.Socket.connectionAttempt,event,v21.6.0,,stable,
node:net,net.Socket.connectionAttemptFailed,event,v21.6.0,,stable,
node:net,net.Socket.connectionAttemptTimeout,event,v21.6.0,,stable,
node:net,net.Socket.data,event,v0.1.90,,stable,
node:net,net.Socket.destroy,method,v0.1.90,,stable,
node:net,net.Socket.destroySoon,method,v0.3.4,,stable,
node:net,net.Socket.drain,event,v0.1.90,,stable,
node:net,net.Socket.end,event,v0.1.90,,stable,
node:net,net.Socket.end,method,v0.1.90,,stable,
node:net,net.Socket.error,event,v0.1.90,,stable,
node:net,net.Socket.lookup,event,v0.11.3,,stable,
node:net,net.Socket.pause,method,,,stable,
node:net,net.Socket.ready,event,v9.11.0,,stable,
node:net,net.Socket.ref,method,v0.9.1,,stable,
node:net,net.Socket.resetAndDestroy,method,v18.3.0,,stable,
node:net,net.Socket.resume,method,,,stable,
node:net,net.Socket.setEncoding,method,v0.1.90,,stable,
node:net,net.Socket.setKeepAlive,method,v0.1.92,,stable,
node:net,net.Socket.setNoDelay,method,v0.1.90,,stable,
node:net,net.Socket.setTimeout,method,v0.1.90,,stable,
node:net,net.Socket.timeout,event,v0.1.90,,stable,
node:net,net.Socket.unref,method,v0.9.1,,stable,
node:net,net.Socket.write,method,v0.1.90,,stable,
node:net,net.SocketAddress,class,v15.14.0,,stable,
node:net,net.SocketAddress.parse,method,v22.13.0,,stable,
node:net,net.connect,method,,,stable,
node:net,net.createConnection,method,,,stable,
node:net,net.createServer,method,v0.5.0,,stable,
node:net,net.getDefaultAutoSelectFamily,method,v19.4.0,,stable,
node:net,net.getDefaultAutoSelectFamilyAttemptTimeout,method,v19.8.0,,stable,
node:net,net.isIP,method,v0.3.0,,stable,
node:net,net.isIPv4,method,v0.3.0,,stable,
node:net,net.isIPv6,method,v0.3.0,,stable,
node:net,net.setDefaultAutoSelectFamily,method,v19.4.0,,stable,
node:net,net.setDefaultAutoSelectFamilyAttemptTimeout,method,v19.8.0,,stable,
node:os,os.arch,method,v0.5.0,,stable,
node:os,os.availableParallelism,method,v19.4.0,,stable,
node:os,os.cpus,method,v0.3.3,,stable,
node:os,os.endianness,method,v0.9.4,,stable,
node:os,os.freemem,method,v0.3.3,,stable,
node:os,os.getPriority,method,v10.10.0,,stable,
node:os,os.homedir,method,v2.3.0,,stable,
node:os,os.hostname,method,v0.3.3,,stable,
node:os,os.loadavg,method,v0.3.3,,stable,
node:os,os.machine,method,v18.9.0,,stable,
node:os,os.networkInterfaces,method,v0.6.0,,stable,
node:os,os.platform,method,v0.5.0,,stable,
node:os,os.release,method,v0.3.3,,stable,
node:os,os.setPriority,method,v10.10.0,,stable,
node:os,os.tmpdir,method,v0.9.9,,stable,
node:os,os.totalmem,method,v0.3.3,,stable,
node:os,os.type,method,v0.3.3,,stable,
node:os,os.uptime,method,v0.3.3,,stable,
node:os,os.userInfo,method,v6.0.0,,stable,
node:os,os.version,method,v13.11.0,,stable,
node:path,path.basename,method,v0.1.25,,stable,
node:path,path.dirname,method,v0.1.16,,stable,
node:path,path.extname,method,v0.1.25,,stable,
node:path,path.format,method,v0.11.15,,stable,
node:path,path.isAbsolute,method,v0.11.2,,stable,
node:path,path.join,method,v0.1.16,,stable,
node:path,path.matchesGlob,method,v22.5.0,,stable,
node:path,path.normalize,method,v0.1.23,,stable,
node:path,path.parse,method,v0.11.15,,stable,
node:path,path.relative,method,v0.5.0,,stable,
node:path,path.resolve,method,v0.3.4,,stable,
node:path,path.toNamespacedPath,method,v9.0.0,,stable,
node:perf_hooks,perf_hooks.Histogram,class,v11.10.0,,stable,
node:perf_hooks,perf_hooks.Histogram.percentile,method,v11.10.0,,stable,
node:perf_hooks,perf_hooks.Histogram.percentileBigInt,method,v17.4.0,,stable,
node:perf_hooks,perf_hooks.Histogram.reset,method,v11.10.0,,stable,
node:perf_hooks,perf_hooks.IntervalHistogram,class,,,stable,
node:perf_hooks,perf_hooks.IntervalHistogram.disable,method,v11.10.0,,stable,
node:perf_hooks,perf_hooks.IntervalHistogram.enable,method,v11.10.0,,stable,
node:perf_hooks,perf_hooks.PerformanceEntry,class,v8.5.0,,stable,
node:perf_hooks,perf_hooks.PerformanceMark,class,v18.2.0,,stable,
node:perf_hooks,perf_hooks.PerformanceMeasure,class,v18.2.0,,stable,
node:perf_hooks,perf_hooks.PerformanceNodeEntry,class,v19.0.0,,stable,
node:perf_hooks,perf_hooks.PerformanceNodeTiming,class,v8.5.0,,stable,
node:perf_hooks,perf_hooks.PerformanceObserver,class,v8.5.0,,stable,
node:perf_hooks,perf_hooks.PerformanceObserver.disconnect,method,v8.5.0,,stable,
node:perf_hooks,perf_hooks.PerformanceObserver.observe,method,v8.5.0,,stable,
node:perf_hooks,perf_hooks.PerformanceObserver.takeRecords,method,v16.0.0,,stable,
node:perf_hooks,perf_hooks.PerformanceObserverEntryList,class,v8.5.0,,stable,
node:perf_hooks,perf_hooks.PerformanceObserverEntryList.getEntries,method,v8.5.0,,stable,
node:perf_hooks,perf_hooks.PerformanceObserverEntryList.getEntriesByName,method,v8.5.0,,stable,
node:perf_hooks,perf_hooks.PerformanceObserverEntryList.getEntriesByType,method,v8.5.0,,stable,
node:perf_hooks,perf_hooks.PerformanceResourceTiming,class,v18.2.0,,stable,
node:perf_hooks,perf_hooks.PerformanceResourceTiming.toJSON,method,v18.2.0,,stable,
node:perf_hooks,perf_hooks.RecordableHistogram,class,v15.9.0,,stable,
node:perf_hooks,perf_hooks.RecordableHistogram.add,method,v17.4.0,,stable,
node:perf_hooks,perf_hooks.RecordableHistogram.record,method,v15.9.0,,stable,
node:perf_hooks,perf_hooks.RecordableHistogram.recordDelta,method,v15.9.0,,stable,
node:perf_hooks,perf_hooks.clearMarks,method,v8.5.0,,stable,
node:perf_hooks,perf_hooks.clearMeasures,method,v16.7.0,,stable,
node:perf_hooks,perf_hooks.clearResourceTimings,method,v18.2.0,,stable,
node:perf_hooks,perf_hooks.createHistogram,method,v15.9.0,,stable,
node:perf_hooks,perf_hooks.eventLoopUtilization,method,v14.10.0,,stable,
node:perf_hooks,perf_hooks.getEntries,method,v16.7.0,,stable,
node:perf_hooks,perf_hooks.getEntriesByName,method,v16.7.0,,stable,
node:perf_hooks,perf_hooks.getEntriesByType,method,v16.7.0,,stable,
node:perf_hooks,perf_hooks.mark,method,v8.5.0,,stable,
node:perf_hooks,perf_hooks.markResourceTiming,method,v18.2.0,,stable,
node:perf_hooks,perf_hooks.measure,method,v8.5.0,,stable,
node:perf_hooks,perf_hooks.monitorEventLoopDelay,method,v11.10.0,,stable,
node:perf_hooks,perf_hooks.now,method,v8.5.0,,stable,
node:perf_hooks,perf_hooks.resourcetimingbufferfull,event,v18.8.0,,stable,
node:perf_hooks,perf_hooks.setResourceTimingBufferSize,method,v18.8.0,,stable,
node:perf_hooks,perf_hooks.timerify,method,v8.5.0,,stable,
node:perf_hooks,perf_hooks.toJSON,method,v16.1.0,,stable,
node:process,node:process,module,,,stable,placeholder module row; symbol extraction unresolved in first generated baseline
node:punycode,punycode.decode,method,v0.5.1,,stable,
node:punycode,punycode.encode,method,v0.5.1,,stable,
node:punycode,punycode.toASCII,method,v0.6.1,,stable,
node:punycode,punycode.toUnicode,method,v0.6.1,,stable,
node:querystring,querystring.decode,method,v0.1.99,,stable,
node:querystring,querystring.encode,method,v0.1.99,,stable,
node:querystring,querystring.escape,method,v0.1.25,,stable,
node:querystring,querystring.parse,method,v0.1.25,,stable,
node:querystring,querystring.stringify,method,v0.1.25,,stable,
node:querystring,querystring.unescape,method,v0.1.25,,stable,
node:readline,readline.Interface,class,v0.1.104,,stable,
node:readline,readline.Interface.question,method,v0.3.3,,stable,
node:readline,readline.InterfaceConstructor,class,v0.1.104,,stable,
node:readline,readline.InterfaceConstructor.SIGCONT,event,v0.7.5,,stable,
node:readline,readline.InterfaceConstructor.SIGINT,event,v0.3.0,,stable,
node:readline,readline.InterfaceConstructor.SIGTSTP,event,v0.7.5,,stable,
node:readline,readline.InterfaceConstructor.[Symbol.asyncIterator],method,v11.4.0,,stable,
node:readline,readline.InterfaceConstructor.[Symbol.dispose],method,v22.15.0,,stable,
node:readline,readline.InterfaceConstructor.close,event,v0.1.98,,stable,
node:readline,readline.InterfaceConstructor.close,method,v0.1.98,,stable,
node:readline,readline.InterfaceConstructor.error,event,v16.0.0,,stable,
node:readline,readline.InterfaceConstructor.getCursorPos,method,v13.5.0,,stable,
node:readline,readline.InterfaceConstructor.getPrompt,method,v15.3.0,,stable,
node:readline,readline.InterfaceConstructor.history,event,v15.8.0,,stable,
node:readline,readline.InterfaceConstructor.line,event,v0.1.98,,stable,
node:readline,readline.InterfaceConstructor.pause,event,v0.7.5,,stable,
node:readline,readline.InterfaceConstructor.pause,method,v0.3.4,,stable,
node:readline,readline.InterfaceConstructor.prompt,method,v0.1.98,,stable,
node:readline,readline.InterfaceConstructor.resume,event,v0.7.5,,stable,
node:readline,readline.InterfaceConstructor.resume,method,v0.3.4,,stable,
node:readline,readline.InterfaceConstructor.setPrompt,method,v0.1.98,,stable,
node:readline,readline.InterfaceConstructor.write,method,v0.1.98,,stable,
node:readline,readline.clearLine,method,v0.7.7,,stable,
node:readline,readline.clearScreenDown,method,v0.7.7,,stable,
node:readline,readline.createInterface,method,v17.0.0,,stable,
node:readline,readline.cursorTo,method,v0.7.7,,stable,
node:readline,readline.emitKeypressEvents,method,v0.7.7,,stable,
node:readline,readline.moveCursor,method,v0.7.7,,stable,
node:readline,readlinePromises.Interface,class,v17.0.0,,stable,
node:readline,readlinePromises.Interface.question,method,v17.0.0,,stable,
node:readline,readlinePromises.Readline,class,v17.0.0,,stable,
node:readline,readlinePromises.Readline.clearLine,method,v17.0.0,,stable,
node:readline,readlinePromises.Readline.clearScreenDown,method,v17.0.0,,stable,
node:readline,readlinePromises.Readline.commit,method,v17.0.0,,stable,
node:readline,readlinePromises.Readline.cursorTo,method,v17.0.0,,stable,
node:readline,readlinePromises.Readline.moveCursor,method,v17.0.0,,stable,
node:readline,readlinePromises.Readline.rollback,method,v17.0.0,,stable,
node:repl,repl.REPLServer,class,v0.1.91,,stable,
node:repl,repl.REPLServer.clearBufferedCommand,method,v9.0.0,,stable,
node:repl,repl.REPLServer.defineCommand,method,v0.3.0,,stable,
node:repl,repl.REPLServer.displayPrompt,method,v0.1.91,,stable,
node:repl,repl.REPLServer.exit,event,v0.7.7,,stable,
node:repl,repl.REPLServer.reset,event,v0.11.0,,stable,
node:repl,repl.REPLServer.setupHistory,method,v11.10.0,,stable,
node:repl,repl.start,method,v0.1.91,,stable,
node:sea,node:sea,module,,,stable,placeholder module row; symbol extraction unresolved in first generated baseline
node:sqlite,sqlite.DatabaseSync,class,v22.5.0,,stable,
node:sqlite,sqlite.DatabaseSync.[Symbol.dispose],method,v22.15.0,,experimental,Experimental
node:sqlite,sqlite.DatabaseSync.aggregate,method,v22.16.0,,stable,
node:sqlite,sqlite.DatabaseSync.applyChangeset,method,v22.12.0,,stable,
node:sqlite,sqlite.DatabaseSync.close,method,v22.5.0,,stable,
node:sqlite,sqlite.DatabaseSync.createSession,method,v22.12.0,,stable,
node:sqlite,sqlite.DatabaseSync.enableLoadExtension,method,v22.13.0,,stable,
node:sqlite,sqlite.DatabaseSync.exec,method,v22.5.0,,stable,
node:sqlite,sqlite.DatabaseSync.function,method,v22.13.0,,stable,
node:sqlite,sqlite.DatabaseSync.loadExtension,method,v22.13.0,,stable,
node:sqlite,sqlite.DatabaseSync.location,method,v22.16.0,,stable,
node:sqlite,sqlite.DatabaseSync.open,method,v22.5.0,,stable,
node:sqlite,sqlite.DatabaseSync.prepare,method,v22.5.0,,stable,
node:sqlite,sqlite.Session,class,v22.12.0,,stable,
node:sqlite,sqlite.Session.changeset,method,v22.12.0,,stable,
node:sqlite,sqlite.Session.patchset,method,v22.12.0,,stable,
node:sqlite,sqlite.StatementSync,class,v22.5.0,,stable,
node:sqlite,sqlite.StatementSync.all,method,v22.5.0,,stable,
node:sqlite,sqlite.StatementSync.columns,method,v22.16.0,,stable,
node:sqlite,sqlite.StatementSync.get,method,v22.5.0,,stable,
node:sqlite,sqlite.StatementSync.iterate,method,v22.13.0,,stable,
node:sqlite,sqlite.StatementSync.run,method,v22.5.0,,stable,
node:sqlite,sqlite.StatementSync.setAllowBareNamedParameters,method,v22.5.0,,stable,
node:sqlite,sqlite.StatementSync.setAllowUnknownNamedParameters,method,v22.15.0,,stable,
node:sqlite,sqlite.StatementSync.setReadBigInts,method,v22.5.0,,stable,
node:sqlite,sqlite.StatementSync.setReturnArrays,method,v22.16.0,,stable,
node:sqlite,sqlite.backup,method,v22.16.0,,stable,
node:stream,stream.Duplex,class,v0.9.4,,stable,
node:stream,stream.PassThrough,class,,,stable,
node:stream,stream.Readable,class,v0.9.4,,stable,
node:stream,stream.Readable.[Symbol.asyncDispose],method,v20.4.0,,experimental,Experimental
node:stream,stream.Readable.[Symbol.asyncIterator],method,v10.0.0,,stable,
node:stream,stream.Readable.close,event,v0.9.4,,stable,
node:stream,stream.Readable.compose,method,v19.1.0,,stable,
node:stream,stream.Readable.data,event,v0.9.4,,stable,
node:stream,stream.Readable.destroy,method,v8.0.0,,stable,
node:stream,stream.Readable.drop,method,v17.5.0,,experimental,Experimental
node:stream,stream.Readable.end,event,v0.9.4,,stable,
node:stream,stream.Readable.error,event,v0.9.4,,stable,
node:stream,stream.Readable.every,method,v17.5.0,,experimental,Experimental
node:stream,stream.Readable.filter,method,v17.4.0,,experimental,Experimental
node:stream,stream.Readable.find,method,v17.5.0,,experimental,Experimental
node:stream,stream.Readable.flatMap,method,v17.5.0,,experimental,Experimental
node:stream,stream.Readable.forEach,method,v17.5.0,,experimental,Experimental
node:stream,stream.Readable.isPaused,method,v0.11.14,,stable,
node:stream,stream.Readable.iterator,method,v16.3.0,,stable,
node:stream,stream.Readable.map,method,v17.4.0,,experimental,Experimental
node:stream,stream.Readable.pause,event,v0.9.4,,stable,
node:stream,stream.Readable.pause,method,v0.9.4,,stable,
node:stream,stream.Readable.pipe,method,v0.9.4,,stable,
node:stream,stream.Readable.read,method,v0.9.4,,stable,
node:stream,stream.Readable.readable,event,v0.9.4,,stable,
node:stream,stream.Readable.reduce,method,v17.5.0,,experimental,Experimental
node:stream,stream.Readable.resume,event,v0.9.4,,stable,
node:stream,stream.Readable.resume,method,v0.9.4,,stable,
node:stream,stream.Readable.setEncoding,method,v0.9.4,,stable,
node:stream,stream.Readable.some,method,v17.5.0,,experimental,Experimental
node:stream,stream.Readable.take,method,v17.5.0,,experimental,Experimental
node:stream,stream.Readable.toArray,method,v17.5.0,,experimental,Experimental
node:stream,stream.Readable.unpipe,method,v0.9.4,,stable,
node:stream,stream.Readable.unshift,method,v0.9.11,,stable,
node:stream,stream.Readable.wrap,method,v0.9.4,,stable,
node:stream,stream.Transform,class,v0.9.4,,stable,
node:stream,stream.Transform.destroy,method,v8.0.0,,stable,
node:stream,stream.Writable,class,v0.9.4,,stable,
node:stream,stream.Writable.[Symbol.asyncDispose],method,v22.4.0,,experimental,Experimental
node:stream,stream.Writable.close,event,v0.9.4,,stable,
node:stream,stream.Writable.cork,method,v0.11.2,,stable,
node:stream,stream.Writable.destroy,method,v8.0.0,,stable,
node:stream,stream.Writable.drain,event,v0.9.4,,stable,
node:stream,stream.Writable.end,method,v0.9.4,,stable,
node:stream,stream.Writable.error,event,v0.9.4,,stable,
node:stream,stream.Writable.finish,event,v0.9.4,,stable,
node:stream,stream.Writable.pipe,event,v0.9.4,,stable,
node:stream,stream.Writable.setDefaultEncoding,method,v0.11.15,,stable,
node:stream,stream.Writable.uncork,method,v0.11.2,,stable,
node:stream,stream.Writable.unpipe,event,v0.9.4,,stable,
node:stream,stream.Writable.write,method,v0.9.4,,stable,
node:stream,stream._construct,method,v15.0.0,,stable,
node:stream,stream._destroy,method,v8.0.0,,stable,
node:stream,stream._final,method,v8.0.0,,stable,
node:stream,stream._flush,method,,,stable,
node:stream,stream._read,method,v0.9.4,,stable,
node:stream,stream._transform,method,,,stable,
node:stream,stream._write,method,,,stable,
node:stream,stream._writev,method,,,stable,
node:stream,stream.addAbortSignal,method,v15.4.0,,stable,
node:stream,stream.compose,method,v16.9.0,,experimental,`stream.compose` is experimental.
node:stream,stream.duplexPair,method,v22.6.0,,stable,
node:stream,stream.end,event,,,stable,
node:stream,stream.finish,event,,,stable,
node:stream,stream.finished,method,v15.0.0,,stable,
node:stream,stream.from,method,v12.3.0,,stable,
node:stream,stream.fromWeb,method,v17.0.0,,stable,
node:stream,stream.getDefaultHighWaterMark,method,v19.9.0,,stable,
node:stream,stream.isDisturbed,method,v16.8.0,,stable,
node:stream,stream.isErrored,method,v17.3.0,,stable,
node:stream,stream.isReadable,method,v17.4.0,,stable,
node:stream,stream.isWritable,method,,,stable,
node:stream,stream.pipeline,method,v15.0.0,,stable,
node:stream,stream.push,method,,,stable,
node:stream,stream.read,method,,,stable,
node:stream,stream.setDefaultHighWaterMark,method,v19.9.0,,stable,
node:stream,stream.toWeb,method,v17.0.0,,stable,
node:string_decoder,string_decoder.StringDecoder,class,,,stable,
node:string_decoder,string_decoder.StringDecoder.end,method,v0.9.3,,stable,
node:string_decoder,string_decoder.StringDecoder.write,method,v0.1.99,,stable,
node:sys,node:sys,module,,,deprecated,placeholder module row; source mapping unresolved in doc/api/util.md
node:test,test,method,v18.0.0,,stable,
node:test,test.MockFunctionContext,class,v19.1.0,,stable,
node:test,test.MockFunctionContext.callCount,method,v19.1.0,,stable,
node:test,test.MockFunctionContext.mockImplementation,method,v19.1.0,,stable,
node:test,test.MockFunctionContext.mockImplementationOnce,method,v19.1.0,,stable,
node:test,test.MockFunctionContext.resetCalls,method,v19.3.0,,stable,
node:test,test.MockFunctionContext.restore,method,v19.1.0,,stable,
node:test,test.MockModuleContext,class,v22.3.0,,experimental,.0 - Early development
node:test,test.MockModuleContext.restore,method,v22.3.0,,stable,
node:test,test.MockPropertyContext,class,v22.20.0,,stable,
node:test,test.MockPropertyContext.accessCount,method,,,stable,
node:test,test.MockPropertyContext.mockImplementation,method,,,stable,
node:test,test.MockPropertyContext.mockImplementationOnce,method,,,stable,
node:test,test.MockPropertyContext.resetAccesses,method,,,stable,
node:test,test.MockPropertyContext.restore,method,,,stable,
node:test,test.MockTimers,class,v20.4.0,,experimental,Experimental
node:test,test.MockTimers.[Symbol.dispose],method,,,stable,
node:test,test.MockTimers.enable,method,v20.4.0,,stable,
node:test,test.MockTimers.reset,method,v20.4.0,,stable,
node:test,test.MockTimers.runAll,method,v20.4.0,,stable,
node:test,test.MockTimers.setTime,method,v21.2.0,,stable,
node:test,test.MockTimers.tick,method,v20.4.0,,stable,
node:test,test.MockTracker,class,v19.1.0,,stable,
node:test,test.MockTracker.fn,method,v19.1.0,,stable,
node:test,test.MockTracker.getter,method,v19.3.0,,stable,
node:test,test.MockTracker.method,method,v19.1.0,,stable,
node:test,test.MockTracker.module,method,v22.3.0,,experimental,.0 - Early development
node:test,test.MockTracker.property,method,v22.20.0,,stable,
node:test,test.MockTracker.reset,method,v19.1.0,,stable,
node:test,test.MockTracker.restoreAll,method,v19.1.0,,stable,
node:test,test.MockTracker.setter,method,v19.3.0,,stable,
node:test,test.SuiteContext,class,v18.7.0,,stable,
node:test,test.TestContext,class,v18.0.0,,stable,
node:test,test.TestContext.after,method,v19.3.0,,stable,
node:test,test.TestContext.afterEach,method,v18.8.0,,stable,
node:test,test.TestContext.before,method,v20.1.0,,stable,
node:test,test.TestContext.beforeEach,method,v18.8.0,,stable,
node:test,test.TestContext.diagnostic,method,v18.0.0,,stable,
node:test,test.TestContext.fileSnapshot,method,v22.14.0,,stable,
node:test,test.TestContext.plan,method,v22.2.0,,stable,
node:test,test.TestContext.runOnly,method,v18.0.0,,stable,
node:test,test.TestContext.skip,method,v18.0.0,,stable,
