# generated_at_utc=2026-04-29T14:58:57+00:00
# node20_url=https://nodejs.org/download/release/latest-v20.x/docs/api/all.json
# node20_etag="6ad7aab45da329642a1c43356a17c3b3"
# node20_last_modified=Tue, 24 Mar 2026 03:28:14 GMT
# node22_url=https://nodejs.org/download/release/latest-v22.x/docs/api/all.json
# node22_etag="b205ea07cce12bde5a37c9b12078c400"
# node22_last_modified=Tue, 24 Mar 2026 04:15:15 GMT
# deno_compat_url=https://docs.deno.com/runtime/reference/node_apis/
# deno_compat_etag=W/"1b985-9UvrDk5GwfdlaQ/w1Oe4efXtGhp"
# deno_compat_last_modified=Wed, 22 Apr 2026 13:34:59 GMT
# deno_repo=/Users/jack/src/github.com/agentstation/deno
# deno_git_branch=locker-v2.7.14
# deno_git_commit=a2cc5bfdc77713c9028709f386dbd671dd3f1150
# generator_path=scripts/runtime/node/generate_matrix.py
module,symbol,kind,added_in,deprecated_in,node_status,notes
node:diagnostics_channel,diagnostics_channel.http2.server.stream.created,event,,,stable,
node:diagnostics_channel,diagnostics_channel.http2.server.stream.error,event,,,stable,
node:diagnostics_channel,diagnostics_channel.http2.server.stream.finish,event,,,stable,
node:diagnostics_channel,diagnostics_channel.http2.server.stream.start,event,,,stable,
node:diagnostics_channel,diagnostics_channel.module.import.asyncEnd,event,,,stable,
node:diagnostics_channel,diagnostics_channel.module.import.asyncStart,event,,,stable,
node:diagnostics_channel,diagnostics_channel.module.import.error,event,,,stable,
node:diagnostics_channel,diagnostics_channel.module.require.end,event,,,stable,
node:diagnostics_channel,diagnostics_channel.module.require.error,event,,,stable,
node:diagnostics_channel,diagnostics_channel.module.require.start,event,,,stable,
node:diagnostics_channel,diagnostics_channel.net.client.socket,event,,,stable,
node:diagnostics_channel,diagnostics_channel.net.server.socket,event,,,stable,
node:diagnostics_channel,diagnostics_channel.start,method,,,stable,
node:diagnostics_channel,diagnostics_channel.subscribe,method,v18.7.0,,stable,
node:diagnostics_channel,diagnostics_channel.tracing:net.server.listen:asyncEnd,event,,,stable,
node:diagnostics_channel,diagnostics_channel.tracing:net.server.listen:asyncStart,event,,,stable,
node:diagnostics_channel,diagnostics_channel.tracing:net.server.listen:error,event,,,stable,
node:diagnostics_channel,diagnostics_channel.tracingChannel,method,v19.9.0,,experimental,Experimental
node:diagnostics_channel,diagnostics_channel.udp.socket,event,,,stable,
node:diagnostics_channel,diagnostics_channel.unsubscribe,method,v18.7.0,,stable,
node:diagnostics_channel,diagnostics_channel.worker_threads,event,,,stable,
node:dns,dns.Resolver,class,v8.3.0,,stable,
node:dns,dns.Resolver.Resolver,method,v8.3.0,,stable,
node:dns,dns.Resolver.cancel,method,v8.3.0,,stable,
node:dns,dns.Resolver.setLocalAddress,method,v15.1.0,,stable,
node:dns,dns.cancel,method,v15.3.0,,stable,
node:dns,dns.getDefaultResultOrder,method,v20.1.0,,stable,
node:dns,dns.getServers,method,v10.6.0,,stable,
node:dns,dns.lookup,method,v10.6.0,,stable,
node:dns,dns.lookupService,method,v10.6.0,,stable,
node:dns,dns.resolve,method,v10.6.0,,stable,
node:dns,dns.resolve4,method,v10.6.0,,stable,
node:dns,dns.resolve6,method,v10.6.0,,stable,
node:dns,dns.resolveAny,method,v10.6.0,,stable,
node:dns,dns.resolveCaa,method,v15.0.0,,stable,
node:dns,dns.resolveCname,method,v10.6.0,,stable,
node:dns,dns.resolveMx,method,v10.6.0,,stable,
node:dns,dns.resolveNaptr,method,v10.6.0,,stable,
node:dns,dns.resolveNs,method,v10.6.0,,stable,
node:dns,dns.resolvePtr,method,v10.6.0,,stable,
node:dns,dns.resolveSoa,method,v10.6.0,,stable,
node:dns,dns.resolveSrv,method,v10.6.0,,stable,
node:dns,dns.resolveTlsa,method,v22.15.0,,stable,
node:dns,dns.resolveTxt,method,v10.6.0,,stable,
node:dns,dns.reverse,method,v10.6.0,,stable,
node:dns,dns.setDefaultResultOrder,method,v16.4.0,,stable,
node:dns,dns.setServers,method,v10.6.0,,stable,
node:dns,dnsPromises.Resolver,class,v10.6.0,,stable,
node:domain,domain.Domain,class,,,stable,
node:domain,domain.Domain.add,method,,,stable,
node:domain,domain.Domain.bind,method,,,stable,
node:domain,domain.Domain.enter,method,,,stable,
node:domain,domain.Domain.exit,method,,,stable,
node:domain,domain.Domain.intercept,method,,,stable,
node:domain,domain.Domain.remove,method,,,stable,
node:domain,domain.Domain.run,method,,,stable,
node:domain,domain.create,method,,,stable,
node:events,events.CustomEvent,class,v18.7.0,,stable,
node:events,events.Event,class,v14.5.0,,stable,
node:events,events.Event.composedPath,method,v14.5.0,,stable,
node:events,events.Event.initEvent,method,v19.5.0,,deprecated,Legacy: The WHATWG spec considers it deprecated and users shouldn't use it at all.
node:events,events.Event.preventDefault,method,v14.5.0,,stable,
node:events,events.Event.stopImmediatePropagation,method,v14.5.0,,stable,
node:events,events.Event.stopPropagation,method,v14.5.0,,stable,
node:events,events.EventEmitter,class,v0.1.26,,stable,
node:events,events.EventEmitter.addListener,method,v0.1.26,,stable,
node:events,events.EventEmitter.emit,method,v0.1.26,,stable,
node:events,events.EventEmitter.eventNames,method,v6.0.0,,stable,
node:events,events.EventEmitter.getMaxListeners,method,v1.0.0,,stable,
node:events,events.EventEmitter.listenerCount,method,v3.2.0,,stable,
node:events,events.EventEmitter.listeners,method,v0.1.26,,stable,
node:events,events.EventEmitter.newListener,event,v0.1.26,,stable,
node:events,events.EventEmitter.off,method,v10.0.0,,stable,
node:events,events.EventEmitter.on,method,v0.1.101,,stable,
node:events,events.EventEmitter.once,method,v0.3.0,,stable,
node:events,events.EventEmitter.prependListener,method,v6.0.0,,stable,
node:events,events.EventEmitter.prependOnceListener,method,v6.0.0,,stable,
node:events,events.EventEmitter.rawListeners,method,v9.4.0,,stable,
node:events,events.EventEmitter.removeAllListeners,method,v0.1.26,,stable,
node:events,events.EventEmitter.removeListener,event,v0.9.3,,stable,
node:events,events.EventEmitter.removeListener,method,v0.1.26,,stable,
node:events,events.EventEmitter.setMaxListeners,method,v0.3.5,,stable,
node:events,events.EventEmitterAsyncResource,class,v17.4.0,,stable,
node:events,events.EventEmitterAsyncResource.emitDestroy,method,,,stable,
node:events,events.EventTarget,class,v14.5.0,,stable,
node:events,events.EventTarget.addEventListener,method,v14.5.0,,stable,
node:events,events.EventTarget.dispatchEvent,method,v14.5.0,,stable,
node:events,events.EventTarget.removeEventListener,method,v14.5.0,,stable,
node:events,events.NodeEventTarget,class,v14.5.0,,stable,
node:events,events.NodeEventTarget.addListener,method,v14.5.0,,stable,
node:events,events.NodeEventTarget.emit,method,v15.2.0,,stable,
node:events,events.NodeEventTarget.eventNames,method,v14.5.0,,stable,
node:events,events.NodeEventTarget.getMaxListeners,method,v14.5.0,,stable,
node:events,events.NodeEventTarget.listenerCount,method,v14.5.0,,stable,
node:events,events.NodeEventTarget.off,method,v14.5.0,,stable,
node:events,events.NodeEventTarget.on,method,v14.5.0,,stable,
node:events,events.NodeEventTarget.once,method,v14.5.0,,stable,
node:events,events.NodeEventTarget.removeAllListeners,method,v14.5.0,,stable,
node:events,events.NodeEventTarget.removeListener,method,v14.5.0,,stable,
node:events,events.NodeEventTarget.setMaxListeners,method,v14.5.0,,stable,
node:events,events.addAbortListener,method,v20.5.0,,stable,
node:events,events.getEventListeners,method,v15.2.0,,stable,
node:events,events.getMaxListeners,method,v19.9.0,,stable,
node:events,events.listenerCount,method,v0.9.12,,deprecated,Deprecated: Use [`emitter.listenerCount()`][] instead.
node:events,events.on,method,v13.6.0,,stable,
node:events,events.once,method,v11.13.0,,stable,
node:events,events.setMaxListeners,method,v15.4.0,,stable,
node:fs,fs.Dir,class,v12.12.0,,stable,
node:fs,fs.Dir.[Symbol.Dispose],method,v22.17.0,,experimental,Experimental
node:fs,fs.Dir.[Symbol.asyncDispose],method,v22.17.0,,experimental,Experimental
node:fs,fs.Dir.[Symbol.asyncIterator],method,v12.12.0,,stable,
node:fs,fs.Dir.close,method,v12.12.0,,stable,
node:fs,fs.Dir.closeSync,method,v12.12.0,,stable,
node:fs,fs.Dir.read,method,v12.12.0,,stable,
node:fs,fs.Dir.readSync,method,v12.12.0,,stable,
node:fs,fs.Dirent,class,v10.10.0,,stable,
node:fs,fs.Dirent.isBlockDevice,method,v10.10.0,,stable,
node:fs,fs.Dirent.isCharacterDevice,method,v10.10.0,,stable,
node:fs,fs.Dirent.isDirectory,method,v10.10.0,,stable,
node:fs,fs.Dirent.isFIFO,method,v10.10.0,,stable,
node:fs,fs.Dirent.isFile,method,v10.10.0,,stable,
node:fs,fs.Dirent.isSocket,method,v10.10.0,,stable,
node:fs,fs.Dirent.isSymbolicLink,method,v10.10.0,,stable,
node:fs,fs.FSWatcher,class,v0.5.8,,stable,
node:fs,fs.FSWatcher.change,event,v0.5.8,,stable,
node:fs,fs.FSWatcher.close,event,v10.0.0,,stable,
node:fs,fs.FSWatcher.close,method,v0.5.8,,stable,
node:fs,fs.FSWatcher.error,event,v0.5.8,,stable,
node:fs,fs.FSWatcher.ref,method,v14.3.0,,stable,
node:fs,fs.FSWatcher.unref,method,v14.3.0,,stable,
node:fs,fs.FileHandle,class,v10.0.0,,stable,
node:fs,fs.FileHandle.[Symbol.asyncDispose],method,v20.4.0,,experimental,Experimental
node:fs,fs.FileHandle.appendFile,method,v10.0.0,,stable,
node:fs,fs.FileHandle.chmod,method,v10.0.0,,stable,
node:fs,fs.FileHandle.chown,method,v10.0.0,,stable,
node:fs,fs.FileHandle.close,event,v15.4.0,,stable,
node:fs,fs.FileHandle.close,method,v10.0.0,,stable,
node:fs,fs.FileHandle.createReadStream,method,v16.11.0,,stable,
node:fs,fs.FileHandle.createWriteStream,method,v16.11.0,,stable,
node:fs,fs.FileHandle.datasync,method,v10.0.0,,stable,
node:fs,fs.FileHandle.read,method,v10.0.0,,stable,
node:fs,fs.FileHandle.readFile,method,v10.0.0,,stable,
node:fs,fs.FileHandle.readLines,method,v18.11.0,,stable,
node:fs,fs.FileHandle.readableWebStream,method,v17.0.0,,stable,
node:fs,fs.FileHandle.readv,method,v13.13.0,,stable,
node:fs,fs.FileHandle.stat,method,v10.0.0,,stable,
node:fs,fs.FileHandle.sync,method,v10.0.0,,stable,
node:fs,fs.FileHandle.truncate,method,v10.0.0,,stable,
node:fs,fs.FileHandle.utimes,method,v10.0.0,,stable,
node:fs,fs.FileHandle.write,method,v10.0.0,,stable,
node:fs,fs.FileHandle.writeFile,method,v10.0.0,,stable,
node:fs,fs.FileHandle.writev,method,v12.9.0,,stable,
node:fs,fs.ReadStream,class,v0.1.93,,stable,
node:fs,fs.ReadStream.close,event,v0.1.93,,stable,
node:fs,fs.ReadStream.open,event,v0.1.93,,stable,
node:fs,fs.ReadStream.ready,event,v9.11.0,,stable,
node:fs,fs.StatFs,class,v19.6.0,,stable,
node:fs,fs.StatWatcher,class,v14.3.0,,stable,
node:fs,fs.StatWatcher.ref,method,v14.3.0,,stable,
node:fs,fs.StatWatcher.unref,method,v14.3.0,,stable,
node:fs,fs.Stats,class,v0.1.21,,stable,
node:fs,fs.Stats.isBlockDevice,method,v0.1.10,,stable,
node:fs,fs.Stats.isCharacterDevice,method,v0.1.10,,stable,
node:fs,fs.Stats.isDirectory,method,v0.1.10,,stable,
node:fs,fs.Stats.isFIFO,method,v0.1.10,,stable,
node:fs,fs.Stats.isFile,method,v0.1.10,,stable,
node:fs,fs.Stats.isSocket,method,v0.1.10,,stable,
node:fs,fs.Stats.isSymbolicLink,method,v0.1.10,,stable,
node:fs,fs.WriteStream,class,v0.1.93,,stable,
node:fs,fs.WriteStream.close,event,v0.1.93,,stable,
node:fs,fs.WriteStream.close,method,v0.9.4,,stable,
node:fs,fs.WriteStream.open,event,v0.1.93,,stable,
node:fs,fs.WriteStream.ready,event,v9.11.0,,stable,
node:fs,fs.access,method,v10.0.0,,stable,
node:fs,fs.accessSync,method,v0.11.15,,stable,
node:fs,fs.appendFile,method,v10.0.0,,stable,
node:fs,fs.appendFileSync,method,v0.6.7,,stable,
node:fs,fs.chmod,method,v10.0.0,,stable,
node:fs,fs.chmodSync,method,v0.6.7,,stable,
node:fs,fs.chown,method,v10.0.0,,stable,
node:fs,fs.chownSync,method,v0.1.97,,stable,
node:fs,fs.close,method,v0.0.2,,stable,
node:fs,fs.closeSync,method,v0.1.21,,stable,
node:fs,fs.copyFile,method,v10.0.0,,stable,
node:fs,fs.copyFileSync,method,v8.5.0,,stable,
node:fs,fs.cp,method,v16.7.0,,stable,
node:fs,fs.cpSync,method,v16.7.0,,stable,
node:fs,fs.createReadStream,method,v0.1.31,,stable,
node:fs,fs.createWriteStream,method,v0.1.31,,stable,
node:fs,fs.exists,method,v0.0.2,,deprecated,Deprecated: Use [`fs.stat()`][] or [`fs.access()`][] instead.
node:fs,fs.existsSync,method,v0.1.21,,stable,
node:fs,fs.fchmod,method,v0.4.7,,stable,
node:fs,fs.fchmodSync,method,v0.4.7,,stable,
node:fs,fs.fchown,method,v0.4.7,,stable,
node:fs,fs.fchownSync,method,v0.4.7,,stable,
node:fs,fs.fdatasync,method,v0.1.96,,stable,
node:fs,fs.fdatasyncSync,method,v0.1.96,,stable,
node:fs,fs.fstat,method,v0.1.95,,stable,
node:fs,fs.fstatSync,method,v0.1.95,,stable,
node:fs,fs.fsync,method,v0.1.96,,stable,
node:fs,fs.fsyncSync,method,v0.1.96,,stable,
node:fs,fs.ftruncate,method,v0.8.6,,stable,
node:fs,fs.ftruncateSync,method,v0.8.6,,stable,
node:fs,fs.futimes,method,v0.4.2,,stable,
node:fs,fs.futimesSync,method,v0.4.2,,stable,
node:fs,fs.glob,method,v22.0.0,,stable,
node:fs,fs.globSync,method,v22.0.0,,stable,
node:fs,fs.lchmod,method,,,deprecated,Deprecated
node:fs,fs.lchmodSync,method,,,deprecated,Deprecated
node:fs,fs.lchown,method,v10.0.0,,stable,
node:fs,fs.lchownSync,method,,,stable,
node:fs,fs.link,method,v10.0.0,,stable,
node:fs,fs.linkSync,method,v0.1.31,,stable,
node:fs,fs.lstat,method,v10.0.0,,stable,
node:fs,fs.lstatSync,method,v0.1.30,,stable,
node:fs,fs.lutimes,method,v14.5.0,,stable,
node:fs,fs.lutimesSync,method,v14.5.0,,stable,
node:fs,fs.mkdir,method,v10.0.0,,stable,
node:fs,fs.mkdirSync,method,v0.1.21,,stable,
node:fs,fs.mkdtemp,method,v10.0.0,,stable,
node:fs,fs.mkdtempSync,method,v5.10.0,,stable,
node:fs,fs.native,method,v9.2.0,,stable,
node:fs,fs.open,method,v10.0.0,,stable,
node:fs,fs.openAsBlob,method,v19.8.0,,stable,
node:fs,fs.openSync,method,v0.1.21,,stable,
node:fs,fs.opendir,method,v12.12.0,,stable,
node:fs,fs.opendirSync,method,v12.12.0,,stable,
node:fs,fs.read,method,v0.0.2,,stable,
node:fs,fs.readFile,method,v10.0.0,,stable,
node:fs,fs.readFileSync,method,v0.1.8,,stable,
node:fs,fs.readSync,method,v0.1.21,,stable,
node:fs,fs.readdir,method,v10.0.0,,stable,
node:fs,fs.readdirSync,method,v0.1.21,,stable,
node:fs,fs.readlink,method,v10.0.0,,stable,
node:fs,fs.readlinkSync,method,v0.1.31,,stable,
node:fs,fs.readv,method,v13.13.0,,stable,
node:fs,fs.readvSync,method,v13.13.0,,stable,
node:fs,fs.realpath,method,v10.0.0,,stable,
node:fs,fs.realpathSync,method,v0.1.31,,stable,
node:fs,fs.rename,method,v10.0.0,,stable,
node:fs,fs.renameSync,method,v0.1.21,,stable,
node:fs,fs.rm,method,v14.14.0,,stable,
node:fs,fs.rmSync,method,v14.14.0,,stable,
node:fs,fs.rmdir,method,v10.0.0,,stable,
node:fs,fs.rmdirSync,method,v0.1.21,,stable,
node:fs,fs.stat,method,v10.0.0,,stable,
node:fs,fs.statSync,method,v0.1.21,,stable,
node:fs,fs.statfs,method,v19.6.0,,stable,
node:fs,fs.statfsSync,method,v19.6.0,,stable,
node:fs,fs.symlink,method,v10.0.0,,stable,
node:fs,fs.symlinkSync,method,v0.1.31,,stable,
node:fs,fs.truncate,method,v10.0.0,,stable,
node:fs,fs.truncateSync,method,v0.8.6,,stable,
node:fs,fs.unlink,method,v10.0.0,,stable,
node:fs,fs.unlinkSync,method,v0.1.21,,stable,
node:fs,fs.unwatchFile,method,v0.1.31,,stable,
node:fs,fs.utimes,method,v10.0.0,,stable,
node:fs,fs.utimesSync,method,v0.4.2,,stable,
node:fs,fs.watch,method,v15.9.0,,stable,
node:fs,fs.watchFile,method,v0.1.31,,stable,
node:fs,fs.write,method,v0.0.2,,stable,
node:fs,fs.writeFile,method,v10.0.0,,stable,
node:fs,fs.writeFileSync,method,v0.1.29,,stable,
node:fs,fs.writeSync,method,v0.1.21,,stable,
node:fs,fs.writev,method,v12.9.0,,stable,
node:fs,fs.writevSync,method,v12.9.0,,stable,
node:fs/promises,node:fs/promises,module,,,stable,placeholder module row; symbol extraction unresolved in first generated baseline
node:http,http.Agent,class,v0.3.4,,stable,
node:http,http.Agent.createConnection,method,v0.11.4,,stable,
node:http,http.Agent.destroy,method,v0.11.4,,stable,
node:http,http.Agent.getName,method,v0.11.4,,stable,
node:http,http.Agent.keepSocketAlive,method,v8.1.0,,stable,
node:http,http.Agent.reuseSocket,method,v8.1.0,,stable,
node:http,http.ClientRequest,class,v0.1.17,,stable,
node:http,http.ClientRequest.abort,event,v1.4.1,,deprecated,Deprecated. Listen for the `'close'` event instead.
node:http,http.ClientRequest.abort,method,v0.3.8,,deprecated,Deprecated: Use [`request.destroy()`][] instead.
node:http,http.ClientRequest.close,event,v0.5.4,,stable,
node:http,http.ClientRequest.connect,event,v0.7.0,,stable,
node:http,http.ClientRequest.continue,event,v0.3.2,,stable,
node:http,http.ClientRequest.cork,method,v13.2.0,,stable,
node:http,http.ClientRequest.destroy,method,v0.3.0,,stable,
node:http,http.ClientRequest.end,method,v0.1.90,,stable,
node:http,http.ClientRequest.finish,event,v0.3.6,,stable,
node:http,http.ClientRequest.flushHeaders,method,v1.6.0,,stable,
node:http,http.ClientRequest.getHeader,method,v1.6.0,,stable,
node:http,http.ClientRequest.getHeaderNames,method,v7.7.0,,stable,
node:http,http.ClientRequest.getHeaders,method,v7.7.0,,stable,
node:http,http.ClientRequest.getRawHeaderNames,method,v15.13.0,,stable,
node:http,http.ClientRequest.hasHeader,method,v7.7.0,,stable,
node:http,http.ClientRequest.information,event,v10.0.0,,stable,
node:http,http.ClientRequest.removeHeader,method,v1.6.0,,stable,
node:http,http.ClientRequest.response,event,v0.1.0,,stable,
node:http,http.ClientRequest.setHeader,method,v1.6.0,,stable,
node:http,http.ClientRequest.setNoDelay,method,v0.5.9,,stable,
node:http,http.ClientRequest.setSocketKeepAlive,method,v0.5.9,,stable,
node:http,http.ClientRequest.setTimeout,method,v0.5.9,,stable,
node:http,http.ClientRequest.socket,event,v0.5.3,,stable,
node:http,http.ClientRequest.timeout,event,v0.7.8,,stable,
node:http,http.ClientRequest.uncork,method,v13.2.0,,stable,
node:http,http.ClientRequest.upgrade,event,v0.1.94,,stable,
node:http,http.ClientRequest.write,method,v0.1.29,,stable,
node:http,http.IncomingMessage,class,v0.1.17,,stable,
node:http,http.IncomingMessage.aborted,event,v0.3.8,,deprecated,Deprecated. Listen for `'close'` event instead.
node:http,http.IncomingMessage.close,event,v0.4.2,,stable,
node:http,http.IncomingMessage.destroy,method,v0.3.0,,stable,
node:http,http.IncomingMessage.setTimeout,method,v0.5.9,,stable,
node:http,http.OutgoingMessage,class,v0.1.17,,stable,
node:http,http.OutgoingMessage.addTrailers,method,v0.3.0,,stable,
node:http,http.OutgoingMessage.appendHeader,method,v18.3.0,,stable,
node:http,http.OutgoingMessage.cork,method,v13.2.0,,stable,
node:http,http.OutgoingMessage.destroy,method,v0.3.0,,stable,
node:http,http.OutgoingMessage.drain,event,v0.3.6,,stable,
node:http,http.OutgoingMessage.end,method,v0.1.90,,stable,
node:http,http.OutgoingMessage.finish,event,v0.1.17,,stable,
node:http,http.OutgoingMessage.flushHeaders,method,v1.6.0,,stable,
node:http,http.OutgoingMessage.getHeader,method,v0.4.0,,stable,
node:http,http.OutgoingMessage.getHeaderNames,method,v7.7.0,,stable,
node:http,http.OutgoingMessage.getHeaders,method,v7.7.0,,stable,
node:http,http.OutgoingMessage.hasHeader,method,v7.7.0,,stable,
node:http,http.OutgoingMessage.pipe,method,v9.0.0,,stable,
node:http,http.OutgoingMessage.prefinish,event,v0.11.6,,stable,
node:http,http.OutgoingMessage.removeHeader,method,v0.4.0,,stable,
node:http,http.OutgoingMessage.setHeader,method,v0.4.0,,stable,
node:http,http.OutgoingMessage.setHeaders,method,v19.6.0,,stable,
node:http,http.OutgoingMessage.setTimeout,method,v0.9.12,,stable,
node:http,http.OutgoingMessage.uncork,method,v13.2.0,,stable,
node:http,http.OutgoingMessage.write,method,v0.1.29,,stable,
node:http,http.Server,class,v0.1.17,,stable,
node:http,http.Server.[Symbol.asyncDispose],method,v20.4.0,,experimental,Experimental
node:http,http.Server.checkContinue,event,v0.3.0,,stable,
node:http,http.Server.checkExpectation,event,v5.5.0,,stable,
node:http,http.Server.clientError,event,v0.1.94,,stable,
node:http,http.Server.close,event,v0.1.4,,stable,
node:http,http.Server.close,method,v0.1.90,,stable,
node:http,http.Server.closeAllConnections,method,v18.2.0,,stable,
node:http,http.Server.closeIdleConnections,method,v18.2.0,,stable,
node:http,http.Server.connect,event,v0.7.0,,stable,
node:http,http.Server.connection,event,v0.1.0,,stable,
node:http,http.Server.dropRequest,event,v18.7.0,,stable,
node:http,http.Server.listen,method,,,stable,
node:http,http.Server.request,event,v0.1.0,,stable,
node:http,http.Server.setTimeout,method,v0.9.12,,stable,
node:http,http.Server.upgrade,event,v0.1.94,,stable,
node:http,http.ServerResponse,class,v0.1.17,,stable,
node:http,http.ServerResponse.addTrailers,method,v0.3.0,,stable,
node:http,http.ServerResponse.close,event,v0.6.7,,stable,
node:http,http.ServerResponse.cork,method,v13.2.0,,stable,
node:http,http.ServerResponse.end,method,v0.1.90,,stable,
node:http,http.ServerResponse.finish,event,v0.3.6,,stable,
node:http,http.ServerResponse.flushHeaders,method,v1.6.0,,stable,
node:http,http.ServerResponse.getHeader,method,v0.4.0,,stable,
node:http,http.ServerResponse.getHeaderNames,method,v7.7.0,,stable,
node:http,http.ServerResponse.getHeaders,method,v7.7.0,,stable,
node:http,http.ServerResponse.hasHeader,method,v7.7.0,,stable,
node:http,http.ServerResponse.removeHeader,method,v0.4.0,,stable,
node:http,http.ServerResponse.setHeader,method,v0.4.0,,stable,
node:http,http.ServerResponse.setTimeout,method,v0.9.12,,stable,
node:http,http.ServerResponse.uncork,method,v13.2.0,,stable,
node:http,http.ServerResponse.write,method,v0.1.29,,stable,
node:http,http.ServerResponse.writeContinue,method,v0.3.0,,stable,
node:http,http.ServerResponse.writeEarlyHints,method,v18.11.0,,stable,
node:http,http.ServerResponse.writeHead,method,v0.1.30,,stable,
node:http,http.ServerResponse.writeProcessing,method,v10.0.0,,stable,
node:http,http.WebSocket,class,v22.5.0,,stable,
node:http,http.createServer,method,v0.1.13,,stable,
node:http,http.get,method,v0.3.6,,stable,
node:http,http.request,method,v0.3.6,,stable,
node:http,http.setMaxIdleHTTPParsers,method,v18.8.0,,stable,
node:http,http.validateHeaderName,method,v14.3.0,,stable,
node:http,http.validateHeaderValue,method,v14.3.0,,stable,
node:http2,http2.ClientHttp2Session,class,v8.4.0,,stable,
node:http2,http2.ClientHttp2Session.altsvc,event,v9.4.0,,stable,
node:http2,http2.ClientHttp2Session.origin,event,v10.12.0,,stable,
node:http2,http2.ClientHttp2Session.request,method,v8.4.0,,stable,
node:http2,http2.ClientHttp2Stream,class,v8.4.0,,stable,
node:http2,http2.ClientHttp2Stream.continue,event,v8.5.0,,stable,
node:http2,http2.ClientHttp2Stream.headers,event,v8.4.0,,stable,
node:http2,http2.ClientHttp2Stream.push,event,v8.4.0,,stable,
node:http2,http2.ClientHttp2Stream.response,event,v8.4.0,,stable,
node:http2,http2.Http2SecureServer,class,v8.4.0,,stable,
node:http2,http2.Http2SecureServer.checkContinue,event,v8.5.0,,stable,
node:http2,http2.Http2SecureServer.close,method,v8.4.0,,stable,
node:http2,http2.Http2SecureServer.connection,event,v8.4.0,,stable,
node:http2,http2.Http2SecureServer.request,event,v8.4.0,,stable,
node:http2,http2.Http2SecureServer.session,event,v8.4.0,,stable,
node:http2,http2.Http2SecureServer.sessionError,event,v8.4.0,,stable,
node:http2,http2.Http2SecureServer.setTimeout,method,v8.4.0,,stable,
node:http2,http2.Http2SecureServer.stream,event,v8.4.0,,stable,
node:http2,http2.Http2SecureServer.timeout,event,v8.4.0,,stable,
node:http2,http2.Http2SecureServer.unknownProtocol,event,v8.4.0,,stable,
node:http2,http2.Http2SecureServer.updateSettings,method,v15.1.0,,stable,
node:http2,http2.Http2Server,class,v8.4.0,,stable,
node:http2,http2.Http2Server.[Symbol.asyncDispose],method,v20.4.0,,experimental,Experimental
node:http2,http2.Http2Server.checkContinue,event,v8.5.0,,stable,
node:http2,http2.Http2Server.close,method,v8.4.0,,stable,
node:http2,http2.Http2Server.connection,event,v8.4.0,,stable,
node:http2,http2.Http2Server.request,event,v8.4.0,,stable,
node:http2,http2.Http2Server.session,event,v8.4.0,,stable,
node:http2,http2.Http2Server.sessionError,event,v8.4.0,,stable,
node:http2,http2.Http2Server.setTimeout,method,v8.4.0,,stable,
node:http2,http2.Http2Server.stream,event,v8.4.0,,stable,
node:http2,http2.Http2Server.timeout,event,v8.4.0,,stable,
node:http2,http2.Http2Server.updateSettings,method,v15.1.0,,stable,
node:http2,http2.Http2ServerRequest,class,v8.4.0,,stable,
node:http2,http2.Http2ServerRequest.aborted,event,v8.4.0,,stable,
node:http2,http2.Http2ServerRequest.close,event,v8.4.0,,stable,
node:http2,http2.Http2ServerRequest.destroy,method,v8.4.0,,stable,
node:http2,http2.Http2ServerRequest.setTimeout,method,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse,class,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.addTrailers,method,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.appendHeader,method,v21.7.0,,stable,
node:http2,http2.Http2ServerResponse.close,event,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.createPushResponse,method,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.end,method,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.finish,event,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.getHeader,method,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.getHeaderNames,method,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.getHeaders,method,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.hasHeader,method,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.removeHeader,method,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.setHeader,method,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.setTimeout,method,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.write,method,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.writeContinue,method,v8.4.0,,stable,
node:http2,http2.Http2ServerResponse.writeEarlyHints,method,v18.11.0,,stable,
node:http2,http2.Http2ServerResponse.writeHead,method,v8.4.0,,stable,
node:http2,http2.Http2Session,class,v8.4.0,,stable,
node:http2,http2.Http2Session.close,event,v8.4.0,,stable,
node:http2,http2.Http2Session.close,method,v9.4.0,,stable,
node:http2,http2.Http2Session.connect,event,v8.4.0,,stable,
node:http2,http2.Http2Session.destroy,method,v8.4.0,,stable,
node:http2,http2.Http2Session.error,event,v8.4.0,,stable,
node:http2,http2.Http2Session.frameError,event,v8.4.0,,stable,
node:http2,http2.Http2Session.goaway,event,v8.4.0,,stable,
