# generated_at_utc=2026-04-29T14:58:57+00:00
# node20_url=https://nodejs.org/download/release/latest-v20.x/docs/api/all.json
# node20_etag="6ad7aab45da329642a1c43356a17c3b3"
# node20_last_modified=Tue, 24 Mar 2026 03:28:14 GMT
# node22_url=https://nodejs.org/download/release/latest-v22.x/docs/api/all.json
# node22_etag="b205ea07cce12bde5a37c9b12078c400"
# node22_last_modified=Tue, 24 Mar 2026 04:15:15 GMT
# deno_compat_url=https://docs.deno.com/runtime/reference/node_apis/
# deno_compat_etag=W/"1b985-9UvrDk5GwfdlaQ/w1Oe4efXtGhp"
# deno_compat_last_modified=Wed, 22 Apr 2026 13:34:59 GMT
# deno_repo=/Users/jack/src/github.com/nimbus/deno
# deno_git_branch=locker-v2.7.14
# deno_git_commit=a2cc5bfdc77713c9028709f386dbd671dd3f1150
# generator_path=scripts/runtime/node/generate_matrix.py
module,symbol,kind,delta,node20_status,node22_status,node20_added_in,node22_added_in
node:fs,fs.readSync,method,unchanged,stable,stable,v0.1.21,v0.1.21
node:fs,fs.readdir,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.readdirSync,method,unchanged,stable,stable,v0.1.21,v0.1.21
node:fs,fs.readlink,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.readlinkSync,method,unchanged,stable,stable,v0.1.31,v0.1.31
node:fs,fs.readv,method,unchanged,stable,stable,v13.13.0,v13.13.0
node:fs,fs.readvSync,method,unchanged,stable,stable,v13.13.0,v13.13.0
node:fs,fs.realpath,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.realpathSync,method,unchanged,stable,stable,v0.1.31,v0.1.31
node:fs,fs.rename,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.renameSync,method,unchanged,stable,stable,v0.1.21,v0.1.21
node:fs,fs.rm,method,unchanged,stable,stable,v14.14.0,v14.14.0
node:fs,fs.rmSync,method,unchanged,stable,stable,v14.14.0,v14.14.0
node:fs,fs.rmdir,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.rmdirSync,method,unchanged,stable,stable,v0.1.21,v0.1.21
node:fs,fs.stat,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.statSync,method,unchanged,stable,stable,v0.1.21,v0.1.21
node:fs,fs.statfs,method,unchanged,stable,stable,v19.6.0,v19.6.0
node:fs,fs.statfsSync,method,unchanged,stable,stable,v19.6.0,v19.6.0
node:fs,fs.symlink,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.symlinkSync,method,unchanged,stable,stable,v0.1.31,v0.1.31
node:fs,fs.truncate,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.truncateSync,method,unchanged,stable,stable,v0.8.6,v0.8.6
node:fs,fs.unlink,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.unlinkSync,method,unchanged,stable,stable,v0.1.21,v0.1.21
node:fs,fs.unwatchFile,method,unchanged,stable,stable,v0.1.31,v0.1.31
node:fs,fs.utimes,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.utimesSync,method,unchanged,stable,stable,v0.4.2,v0.4.2
node:fs,fs.watch,method,unchanged,stable,stable,v15.9.0,v15.9.0
node:fs,fs.watchFile,method,unchanged,stable,stable,v0.1.31,v0.1.31
node:fs,fs.write,method,unchanged,stable,stable,v0.0.2,v0.0.2
node:fs,fs.writeFile,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.writeFileSync,method,unchanged,stable,stable,v0.1.29,v0.1.29
node:fs,fs.writeSync,method,unchanged,stable,stable,v0.1.21,v0.1.21
node:fs,fs.writev,method,unchanged,stable,stable,v12.9.0,v12.9.0
node:fs,fs.writevSync,method,unchanged,stable,stable,v12.9.0,v12.9.0
node:fs/promises,node:fs/promises,module,unchanged,stable,stable,,
node:http,http.Agent,class,unchanged,stable,stable,v0.3.4,v0.3.4
node:http,http.Agent.createConnection,method,unchanged,stable,stable,v0.11.4,v0.11.4
node:http,http.Agent.destroy,method,unchanged,stable,stable,v0.11.4,v0.11.4
node:http,http.Agent.getName,method,unchanged,stable,stable,v0.11.4,v0.11.4
node:http,http.Agent.keepSocketAlive,method,unchanged,stable,stable,v8.1.0,v8.1.0
node:http,http.Agent.reuseSocket,method,unchanged,stable,stable,v8.1.0,v8.1.0
node:http,http.ClientRequest,class,unchanged,stable,stable,v0.1.17,v0.1.17
node:http,http.ClientRequest.abort,event,unchanged,deprecated,deprecated,v1.4.1,v1.4.1
node:http,http.ClientRequest.abort,method,unchanged,deprecated,deprecated,v0.3.8,v0.3.8
node:http,http.ClientRequest.close,event,unchanged,stable,stable,v0.5.4,v0.5.4
node:http,http.ClientRequest.connect,event,unchanged,stable,stable,v0.7.0,v0.7.0
node:http,http.ClientRequest.continue,event,unchanged,stable,stable,v0.3.2,v0.3.2
node:http,http.ClientRequest.cork,method,unchanged,stable,stable,v13.2.0,v13.2.0
node:http,http.ClientRequest.destroy,method,unchanged,stable,stable,v0.3.0,v0.3.0
node:http,http.ClientRequest.end,method,unchanged,stable,stable,v0.1.90,v0.1.90
node:http,http.ClientRequest.finish,event,unchanged,stable,stable,v0.3.6,v0.3.6
node:http,http.ClientRequest.flushHeaders,method,unchanged,stable,stable,v1.6.0,v1.6.0
node:http,http.ClientRequest.getHeader,method,unchanged,stable,stable,v1.6.0,v1.6.0
node:http,http.ClientRequest.getHeaderNames,method,unchanged,stable,stable,v7.7.0,v7.7.0
node:http,http.ClientRequest.getHeaders,method,unchanged,stable,stable,v7.7.0,v7.7.0
node:http,http.ClientRequest.getRawHeaderNames,method,unchanged,stable,stable,v15.13.0,v15.13.0
node:http,http.ClientRequest.hasHeader,method,unchanged,stable,stable,v7.7.0,v7.7.0
node:http,http.ClientRequest.information,event,unchanged,stable,stable,v10.0.0,v10.0.0
node:http,http.ClientRequest.removeHeader,method,unchanged,stable,stable,v1.6.0,v1.6.0
node:http,http.ClientRequest.response,event,unchanged,stable,stable,v0.1.0,v0.1.0
node:http,http.ClientRequest.setHeader,method,unchanged,stable,stable,v1.6.0,v1.6.0
node:http,http.ClientRequest.setNoDelay,method,unchanged,stable,stable,v0.5.9,v0.5.9
node:http,http.ClientRequest.setSocketKeepAlive,method,unchanged,stable,stable,v0.5.9,v0.5.9
node:http,http.ClientRequest.setTimeout,method,unchanged,stable,stable,v0.5.9,v0.5.9
node:http,http.ClientRequest.socket,event,unchanged,stable,stable,v0.5.3,v0.5.3
node:http,http.ClientRequest.timeout,event,unchanged,stable,stable,v0.7.8,v0.7.8
node:http,http.ClientRequest.uncork,method,unchanged,stable,stable,v13.2.0,v13.2.0
node:http,http.ClientRequest.upgrade,event,unchanged,stable,stable,v0.1.94,v0.1.94
node:http,http.ClientRequest.write,method,unchanged,stable,stable,v0.1.29,v0.1.29
node:http,http.IncomingMessage,class,unchanged,stable,stable,v0.1.17,v0.1.17
node:http,http.IncomingMessage.aborted,event,unchanged,deprecated,deprecated,v0.3.8,v0.3.8
node:http,http.IncomingMessage.close,event,unchanged,stable,stable,v0.4.2,v0.4.2
node:http,http.IncomingMessage.destroy,method,unchanged,stable,stable,v0.3.0,v0.3.0
node:http,http.IncomingMessage.setTimeout,method,unchanged,stable,stable,v0.5.9,v0.5.9
node:http,http.OutgoingMessage,class,unchanged,stable,stable,v0.1.17,v0.1.17
node:http,http.OutgoingMessage.addTrailers,method,unchanged,stable,stable,v0.3.0,v0.3.0
node:http,http.OutgoingMessage.appendHeader,method,unchanged,stable,stable,v18.3.0,v18.3.0
node:http,http.OutgoingMessage.cork,method,unchanged,stable,stable,v13.2.0,v13.2.0
node:http,http.OutgoingMessage.destroy,method,unchanged,stable,stable,v0.3.0,v0.3.0
node:http,http.OutgoingMessage.drain,event,unchanged,stable,stable,v0.3.6,v0.3.6
node:http,http.OutgoingMessage.end,method,unchanged,stable,stable,v0.1.90,v0.1.90
node:http,http.OutgoingMessage.finish,event,unchanged,stable,stable,v0.1.17,v0.1.17
node:http,http.OutgoingMessage.flushHeaders,method,unchanged,stable,stable,v1.6.0,v1.6.0
node:http,http.OutgoingMessage.getHeader,method,unchanged,stable,stable,v0.4.0,v0.4.0
node:http,http.OutgoingMessage.getHeaderNames,method,unchanged,stable,stable,v7.7.0,v7.7.0
node:http,http.OutgoingMessage.getHeaders,method,unchanged,stable,stable,v7.7.0,v7.7.0
node:http,http.OutgoingMessage.hasHeader,method,unchanged,stable,stable,v7.7.0,v7.7.0
node:http,http.OutgoingMessage.pipe,method,unchanged,stable,stable,v9.0.0,v9.0.0
node:http,http.OutgoingMessage.prefinish,event,unchanged,stable,stable,v0.11.6,v0.11.6
node:http,http.OutgoingMessage.removeHeader,method,unchanged,stable,stable,v0.4.0,v0.4.0
node:http,http.OutgoingMessage.setHeader,method,unchanged,stable,stable,v0.4.0,v0.4.0
node:http,http.OutgoingMessage.setHeaders,method,unchanged,stable,stable,v19.6.0,v19.6.0
node:http,http.OutgoingMessage.setTimeout,method,unchanged,stable,stable,v0.9.12,v0.9.12
node:http,http.OutgoingMessage.uncork,method,unchanged,stable,stable,v13.2.0,v13.2.0
node:http,http.OutgoingMessage.write,method,unchanged,stable,stable,v0.1.29,v0.1.29
node:http,http.Server,class,unchanged,stable,stable,v0.1.17,v0.1.17
node:http,http.Server.[Symbol.asyncDispose],method,unchanged,experimental,experimental,v20.4.0,v20.4.0
node:http,http.Server.checkContinue,event,unchanged,stable,stable,v0.3.0,v0.3.0
node:http,http.Server.checkExpectation,event,unchanged,stable,stable,v5.5.0,v5.5.0
node:http,http.Server.clientError,event,unchanged,stable,stable,v0.1.94,v0.1.94
node:http,http.Server.close,event,unchanged,stable,stable,v0.1.4,v0.1.4
node:http,http.Server.close,method,unchanged,stable,stable,v0.1.90,v0.1.90
node:http,http.Server.closeAllConnections,method,unchanged,stable,stable,v18.2.0,v18.2.0
node:http,http.Server.closeIdleConnections,method,unchanged,stable,stable,v18.2.0,v18.2.0
node:http,http.Server.connect,event,unchanged,stable,stable,v0.7.0,v0.7.0
node:http,http.Server.connection,event,unchanged,stable,stable,v0.1.0,v0.1.0
node:http,http.Server.dropRequest,event,unchanged,stable,stable,v18.7.0,v18.7.0
node:http,http.Server.listen,method,unchanged,stable,stable,,
node:http,http.Server.request,event,unchanged,stable,stable,v0.1.0,v0.1.0
node:http,http.Server.setTimeout,method,unchanged,stable,stable,v0.9.12,v0.9.12
node:http,http.Server.upgrade,event,unchanged,stable,stable,v0.1.94,v0.1.94
node:http,http.ServerResponse,class,unchanged,stable,stable,v0.1.17,v0.1.17
node:http,http.ServerResponse.addTrailers,method,unchanged,stable,stable,v0.3.0,v0.3.0
node:http,http.ServerResponse.close,event,unchanged,stable,stable,v0.6.7,v0.6.7
node:http,http.ServerResponse.cork,method,unchanged,stable,stable,v13.2.0,v13.2.0
node:http,http.ServerResponse.end,method,unchanged,stable,stable,v0.1.90,v0.1.90
node:http,http.ServerResponse.finish,event,unchanged,stable,stable,v0.3.6,v0.3.6
node:http,http.ServerResponse.flushHeaders,method,unchanged,stable,stable,v1.6.0,v1.6.0
node:http,http.ServerResponse.getHeader,method,unchanged,stable,stable,v0.4.0,v0.4.0
node:http,http.ServerResponse.getHeaderNames,method,unchanged,stable,stable,v7.7.0,v7.7.0
node:http,http.ServerResponse.getHeaders,method,unchanged,stable,stable,v7.7.0,v7.7.0
node:http,http.ServerResponse.hasHeader,method,unchanged,stable,stable,v7.7.0,v7.7.0
node:http,http.ServerResponse.removeHeader,method,unchanged,stable,stable,v0.4.0,v0.4.0
node:http,http.ServerResponse.setHeader,method,unchanged,stable,stable,v0.4.0,v0.4.0
node:http,http.ServerResponse.setTimeout,method,unchanged,stable,stable,v0.9.12,v0.9.12
node:http,http.ServerResponse.uncork,method,unchanged,stable,stable,v13.2.0,v13.2.0
node:http,http.ServerResponse.write,method,unchanged,stable,stable,v0.1.29,v0.1.29
node:http,http.ServerResponse.writeContinue,method,unchanged,stable,stable,v0.3.0,v0.3.0
node:http,http.ServerResponse.writeEarlyHints,method,unchanged,stable,stable,v18.11.0,v18.11.0
node:http,http.ServerResponse.writeHead,method,unchanged,stable,stable,v0.1.30,v0.1.30
node:http,http.ServerResponse.writeProcessing,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:http,http.WebSocket,class,added_in_node22,,stable,,v22.5.0
node:http,http.createServer,method,unchanged,stable,stable,v0.1.13,v0.1.13
node:http,http.get,method,unchanged,stable,stable,v0.3.6,v0.3.6
node:http,http.request,method,unchanged,stable,stable,v0.3.6,v0.3.6
node:http,http.setMaxIdleHTTPParsers,method,unchanged,stable,stable,v18.8.0,v18.8.0
node:http,http.validateHeaderName,method,unchanged,stable,stable,v14.3.0,v14.3.0
node:http,http.validateHeaderValue,method,unchanged,stable,stable,v14.3.0,v14.3.0
node:http2,http2.ClientHttp2Session,class,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.ClientHttp2Session.altsvc,event,unchanged,stable,stable,v9.4.0,v9.4.0
node:http2,http2.ClientHttp2Session.origin,event,unchanged,stable,stable,v10.12.0,v10.12.0
node:http2,http2.ClientHttp2Session.request,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.ClientHttp2Stream,class,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.ClientHttp2Stream.continue,event,unchanged,stable,stable,v8.5.0,v8.5.0
node:http2,http2.ClientHttp2Stream.headers,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.ClientHttp2Stream.push,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.ClientHttp2Stream.response,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2SecureServer,class,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2SecureServer.checkContinue,event,unchanged,stable,stable,v8.5.0,v8.5.0
node:http2,http2.Http2SecureServer.close,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2SecureServer.connection,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2SecureServer.request,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2SecureServer.session,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2SecureServer.sessionError,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2SecureServer.setTimeout,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2SecureServer.stream,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2SecureServer.timeout,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2SecureServer.unknownProtocol,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2SecureServer.updateSettings,method,unchanged,stable,stable,v15.1.0,v15.1.0
node:http2,http2.Http2Server,class,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Server.[Symbol.asyncDispose],method,unchanged,experimental,experimental,v20.4.0,v20.4.0
node:http2,http2.Http2Server.checkContinue,event,unchanged,stable,stable,v8.5.0,v8.5.0
node:http2,http2.Http2Server.close,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Server.connection,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Server.request,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Server.session,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Server.sessionError,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Server.setTimeout,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Server.stream,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Server.timeout,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Server.updateSettings,method,unchanged,stable,stable,v15.1.0,v15.1.0
node:http2,http2.Http2ServerRequest,class,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerRequest.aborted,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerRequest.close,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerRequest.destroy,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerRequest.setTimeout,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse,class,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.addTrailers,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.appendHeader,method,unchanged,stable,stable,v20.12.0,v21.7.0
node:http2,http2.Http2ServerResponse.close,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.createPushResponse,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.end,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.finish,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.getHeader,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.getHeaderNames,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.getHeaders,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.hasHeader,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.removeHeader,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.setHeader,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.setTimeout,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.write,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.writeContinue,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2ServerResponse.writeEarlyHints,method,unchanged,stable,stable,v18.11.0,v18.11.0
node:http2,http2.Http2ServerResponse.writeHead,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Session,class,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Session.close,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Session.close,method,unchanged,stable,stable,v9.4.0,v9.4.0
node:http2,http2.Http2Session.connect,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Session.destroy,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Session.error,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Session.frameError,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Session.goaway,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Session.goaway,method,unchanged,stable,stable,v9.4.0,v9.4.0
node:http2,http2.Http2Session.localSettings,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Session.ping,event,unchanged,stable,stable,v10.12.0,v10.12.0
node:http2,http2.Http2Session.ping,method,unchanged,stable,stable,v8.9.3,v8.9.3
node:http2,http2.Http2Session.ref,method,unchanged,stable,stable,v9.4.0,v9.4.0
node:http2,http2.Http2Session.remoteSettings,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Session.setLocalWindowSize,method,unchanged,stable,stable,v15.3.0,v15.3.0
node:http2,http2.Http2Session.setTimeout,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Session.settings,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Session.stream,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Session.timeout,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Session.unref,method,unchanged,stable,stable,v9.4.0,v9.4.0
node:http2,http2.Http2Stream,class,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Stream.aborted,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Stream.close,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Stream.close,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Stream.error,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Stream.frameError,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Stream.priority,method,unchanged,deprecated,deprecated,v8.4.0,v8.4.0
node:http2,http2.Http2Stream.ready,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Stream.sendTrailers,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:http2,http2.Http2Stream.setTimeout,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Stream.timeout,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Stream.trailers,event,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.Http2Stream.wantTrailers,event,unchanged,stable,stable,v10.0.0,v10.0.0
node:http2,http2.ServerHttp2Session,class,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.ServerHttp2Session.altsvc,method,unchanged,stable,stable,v9.4.0,v9.4.0
node:http2,http2.ServerHttp2Session.origin,method,unchanged,stable,stable,v10.12.0,v10.12.0
node:http2,http2.ServerHttp2Stream,class,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.ServerHttp2Stream.additionalHeaders,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.ServerHttp2Stream.pushStream,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.ServerHttp2Stream.respond,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.ServerHttp2Stream.respondWithFD,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.ServerHttp2Stream.respondWithFile,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.connect,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.createSecureServer,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.createServer,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.getDefaultSettings,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.getPackedSettings,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.getUnpackedSettings,method,unchanged,stable,stable,v8.4.0,v8.4.0
node:http2,http2.performServerHandshake,method,unchanged,stable,stable,v20.12.0,v21.7.0
node:https,https.Agent,class,unchanged,stable,stable,v0.4.5,v0.4.5
node:https,https.Server,class,unchanged,stable,stable,v0.3.4,v0.3.4
node:https,https.Server.[Symbol.asyncDispose],method,unchanged,experimental,experimental,v20.4.0,v20.4.0
node:https,https.Server.close,method,unchanged,stable,stable,v0.1.90,v0.1.90
node:https,https.Server.closeAllConnections,method,unchanged,stable,stable,v18.2.0,v18.2.0
node:https,https.Server.closeIdleConnections,method,unchanged,stable,stable,v18.2.0,v18.2.0
node:https,https.Server.listen,method,unchanged,stable,stable,,
node:https,https.Server.setTimeout,method,unchanged,stable,stable,v0.11.2,v0.11.2
node:https,https.createServer,method,unchanged,stable,stable,v0.3.4,v0.3.4
node:https,https.get,method,unchanged,stable,stable,v0.3.6,v0.3.6
node:https,https.request,method,unchanged,stable,stable,v0.3.6,v0.3.6
node:inspector,inspector.Session,class,unchanged,stable,stable,,
node:inspector,inspector.Session.<inspector-protocol-method>`,event,added_in_node22,,stable,,v8.0.0
node:inspector,inspector.Session.<inspector-protocol-method>`;,event,unchanged,stable,stable,v8.0.0,v8.0.0
node:inspector,inspector.Session.connect,method,unchanged,stable,stable,v8.0.0,v8.0.0
node:inspector,inspector.Session.connectToMainThread,method,unchanged,stable,stable,v12.11.0,v12.11.0
node:inspector,inspector.Session.disconnect,method,unchanged,stable,stable,v8.0.0,v8.0.0
node:inspector,inspector.Session.inspectorNotification,event,unchanged,stable,stable,v8.0.0,v8.0.0
node:inspector,inspector.Session.post,method,unchanged,stable,stable,v19.0.0,v19.0.0
node:inspector,inspector.close,method,unchanged,stable,stable,v9.0.0,v9.0.0
node:inspector,inspector.dataReceived,method,added_in_node22,,stable,,v22.17.0
node:inspector,inspector.dataSent,method,added_in_node22,,stable,,v22.18.0
node:inspector,inspector.loadingFailed,method,status_changed,experimental,stable,v20.18.0,v22.7.0
node:inspector,inspector.loadingFinished,method,status_changed,experimental,stable,v20.18.0,v22.6.0
node:inspector,inspector.open,method,unchanged,stable,stable,,
node:inspector,inspector.requestWillBeSent,method,status_changed,experimental,stable,v20.18.0,v22.6.0
node:inspector,inspector.responseReceived,method,status_changed,experimental,stable,v20.18.0,v22.6.0
node:inspector,inspector.url,method,unchanged,stable,stable,,
node:inspector,inspector.waitForDebugger,method,unchanged,stable,stable,v12.7.0,v12.7.0
node:module,module.SourceMap,class,unchanged,stable,stable,v13.7.0,v13.7.0
node:module,module.SourceMap.findEntry,method,unchanged,stable,stable,,
node:module,module.SourceMap.findOrigin,method,unchanged,stable,stable,v20.4.0,v20.4.0
node:module,module.createRequire,method,unchanged,stable,stable,v12.2.0,v12.2.0
node:module,module.enableCompileCache,method,added_in_node22,,experimental,,v22.8.0
node:module,module.findPackageJSON,method,added_in_node22,,experimental,,v22.14.0
node:module,module.findSourceMap,method,unchanged,stable,stable,v13.7.0,v13.7.0
node:module,module.flushCompileCache,method,added_in_node22,,experimental,,v23.0.0
node:module,module.getCompileCacheDir,method,added_in_node22,,experimental,,v22.8.0
node:module,module.getSourceMapsSupport,method,added_in_node22,,stable,,v22.14.0
node:module,module.globalPreload,method,removed_after_node20,experimental,,,
node:module,module.initialize,method,unchanged,experimental,experimental,v20.6.0,v20.6.0
node:module,module.isBuiltin,method,unchanged,stable,stable,v18.6.0,v18.6.0
node:module,module.load,method,status_changed,experimental,stable,,
node:module,module.register,method,unchanged,experimental,experimental,v20.6.0,v20.6.0
node:module,module.registerHooks,method,added_in_node22,,experimental,,v22.15.0
node:module,module.resolve,method,status_changed,experimental,stable,,
node:module,module.setSourceMapsSupport,method,added_in_node22,,stable,,v22.14.0
node:module,module.stripTypeScriptTypes,method,added_in_node22,,experimental,,v22.13.0
node:module,module.syncBuiltinESMExports,method,unchanged,stable,stable,v12.12.0,v12.12.0
node:net,net.BlockList,class,unchanged,stable,stable,v15.0.0,v15.0.0
node:net,net.BlockList.addAddress,method,unchanged,stable,stable,v15.0.0,v15.0.0
node:net,net.BlockList.addRange,method,unchanged,stable,stable,v15.0.0,v15.0.0
node:net,net.BlockList.addSubnet,method,unchanged,stable,stable,v15.0.0,v15.0.0
node:net,net.BlockList.check,method,unchanged,stable,stable,v15.0.0,v15.0.0
node:net,net.BlockList.fromJSON,method,added_in_node22,,experimental,,
node:net,net.BlockList.isBlockList,method,added_in_node22,,stable,,v22.13.0
node:net,net.BlockList.toJSON,method,added_in_node22,,experimental,,
node:net,net.Server,class,unchanged,stable,stable,v0.1.90,v0.1.90
node:net,net.Server.[Symbol.asyncDispose],method,unchanged,experimental,experimental,v20.5.0,v20.5.0
node:net,net.Server.address,method,unchanged,stable,stable,v0.1.90,v0.1.90
node:net,net.Server.close,event,unchanged,stable,stable,v0.5.0,v0.5.0
node:net,net.Server.close,method,unchanged,stable,stable,v0.1.90,v0.1.90
node:net,net.Server.connection,event,unchanged,stable,stable,v0.1.90,v0.1.90
node:net,net.Server.drop,event,unchanged,stable,stable,v18.6.0,v18.6.0
node:net,net.Server.error,event,unchanged,stable,stable,v0.1.90,v0.1.90
node:net,net.Server.getConnections,method,unchanged,stable,stable,v0.9.7,v0.9.7
node:net,net.Server.listen,method,unchanged,stable,stable,,
