# generated_at_utc=2026-04-29T14:58:57+00:00
# node20_url=https://nodejs.org/download/release/latest-v20.x/docs/api/all.json
# node20_etag="6ad7aab45da329642a1c43356a17c3b3"
# node20_last_modified=Tue, 24 Mar 2026 03:28:14 GMT
# node22_url=https://nodejs.org/download/release/latest-v22.x/docs/api/all.json
# node22_etag="b205ea07cce12bde5a37c9b12078c400"
# node22_last_modified=Tue, 24 Mar 2026 04:15:15 GMT
# deno_compat_url=https://docs.deno.com/runtime/reference/node_apis/
# deno_compat_etag=W/"1b985-9UvrDk5GwfdlaQ/w1Oe4efXtGhp"
# deno_compat_last_modified=Wed, 22 Apr 2026 13:34:59 GMT
# deno_repo=/Users/jack/src/github.com/nimbus/deno
# deno_git_branch=locker-v2.7.14
# deno_git_commit=a2cc5bfdc77713c9028709f386dbd671dd3f1150
# generator_path=scripts/runtime/node/generate_matrix.py
module,symbol,kind,delta,node20_status,node22_status,node20_added_in,node22_added_in
node:crypto,crypto.createPrivateKey,method,unchanged,stable,stable,v11.6.0,v11.6.0
node:crypto,crypto.createPublicKey,method,unchanged,stable,stable,v11.6.0,v11.6.0
node:crypto,crypto.createSecretKey,method,unchanged,stable,stable,v11.6.0,v11.6.0
node:crypto,crypto.createSign,method,unchanged,stable,stable,v0.1.92,v0.1.92
node:crypto,crypto.createVerify,method,unchanged,stable,stable,v0.1.92,v0.1.92
node:crypto,crypto.diffieHellman,method,unchanged,stable,stable,v13.9.0,v13.9.0
node:crypto,crypto.generateKey,method,unchanged,stable,stable,v15.0.0,v15.0.0
node:crypto,crypto.generateKeyPair,method,unchanged,stable,stable,v10.12.0,v10.12.0
node:crypto,crypto.generateKeyPairSync,method,unchanged,stable,stable,v10.12.0,v10.12.0
node:crypto,crypto.generateKeySync,method,unchanged,stable,stable,v15.0.0,v15.0.0
node:crypto,crypto.generatePrime,method,unchanged,stable,stable,v15.8.0,v15.8.0
node:crypto,crypto.generatePrimeSync,method,unchanged,stable,stable,v15.8.0,v15.8.0
node:crypto,crypto.getCipherInfo,method,unchanged,stable,stable,v15.0.0,v15.0.0
node:crypto,crypto.getCiphers,method,unchanged,stable,stable,v0.9.3,v0.9.3
node:crypto,crypto.getCurves,method,unchanged,stable,stable,v2.3.0,v2.3.0
node:crypto,crypto.getDiffieHellman,method,unchanged,stable,stable,v0.7.5,v0.7.5
node:crypto,crypto.getFips,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:crypto,crypto.getHashes,method,unchanged,stable,stable,v0.9.3,v0.9.3
node:crypto,crypto.getRandomValues,method,unchanged,stable,stable,v17.4.0,v17.4.0
node:crypto,crypto.hash,method,unchanged,experimental,experimental,v20.12.0,v21.7.0
node:crypto,crypto.hkdf,method,unchanged,stable,stable,v15.0.0,v15.0.0
node:crypto,crypto.hkdfSync,method,unchanged,stable,stable,v15.0.0,v15.0.0
node:crypto,crypto.pbkdf2,method,unchanged,stable,stable,v0.5.5,v0.5.5
node:crypto,crypto.pbkdf2Sync,method,unchanged,stable,stable,v0.9.3,v0.9.3
node:crypto,crypto.privateDecrypt,method,unchanged,stable,stable,v0.11.14,v0.11.14
node:crypto,crypto.privateEncrypt,method,unchanged,stable,stable,v1.1.0,v1.1.0
node:crypto,crypto.publicDecrypt,method,unchanged,stable,stable,v1.1.0,v1.1.0
node:crypto,crypto.publicEncrypt,method,unchanged,stable,stable,v0.11.14,v0.11.14
node:crypto,crypto.randomBytes,method,unchanged,stable,stable,v0.5.8,v0.5.8
node:crypto,crypto.randomFill,method,unchanged,stable,stable,v7.10.0,v7.10.0
node:crypto,crypto.randomFillSync,method,unchanged,stable,stable,v7.10.0,v7.10.0
node:crypto,crypto.randomInt,method,unchanged,stable,stable,v14.10.0,v14.10.0
node:crypto,crypto.randomUUID,method,unchanged,stable,stable,v15.6.0,v15.6.0
node:crypto,crypto.scrypt,method,unchanged,stable,stable,v10.5.0,v10.5.0
node:crypto,crypto.scryptSync,method,unchanged,stable,stable,v10.5.0,v10.5.0
node:crypto,crypto.secureHeapUsed,method,unchanged,stable,stable,v15.6.0,v15.6.0
node:crypto,crypto.setEngine,method,unchanged,stable,stable,v0.11.11,v0.11.11
node:crypto,crypto.setFips,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:crypto,crypto.sign,method,unchanged,stable,stable,v12.0.0,v12.0.0
node:crypto,crypto.timingSafeEqual,method,unchanged,stable,stable,v6.6.0,v6.6.0
node:crypto,crypto.verify,method,unchanged,stable,stable,v12.0.0,v12.0.0
node:dgram,node:dgram,module,unchanged,stable,stable,,
node:diagnostics_channel,diagnostics_channel.Channel,class,unchanged,stable,stable,v15.1.0,v15.1.0
node:diagnostics_channel,diagnostics_channel.Channel.bindStore,method,unchanged,experimental,experimental,v19.9.0,v19.9.0
node:diagnostics_channel,diagnostics_channel.Channel.publish,method,unchanged,stable,stable,v15.1.0,v15.1.0
node:diagnostics_channel,diagnostics_channel.Channel.runStores,method,unchanged,experimental,experimental,v19.9.0,v19.9.0
node:diagnostics_channel,diagnostics_channel.Channel.subscribe,method,status_changed,deprecated,stable,v15.1.0,v15.1.0
node:diagnostics_channel,diagnostics_channel.Channel.unbindStore,method,unchanged,experimental,experimental,v19.9.0,v19.9.0
node:diagnostics_channel,diagnostics_channel.Channel.unsubscribe,method,status_changed,deprecated,stable,v15.1.0,v15.1.0
node:diagnostics_channel,diagnostics_channel.TracingChannel,class,unchanged,experimental,experimental,v19.9.0,v19.9.0
node:diagnostics_channel,diagnostics_channel.TracingChannel.subscribe,method,status_changed,experimental,stable,v19.9.0,v19.9.0
node:diagnostics_channel,diagnostics_channel.TracingChannel.traceCallback,method,status_changed,experimental,stable,v19.9.0,v19.9.0
node:diagnostics_channel,diagnostics_channel.TracingChannel.tracePromise,method,status_changed,experimental,stable,v19.9.0,v19.9.0
node:diagnostics_channel,diagnostics_channel.TracingChannel.traceSync,method,status_changed,experimental,stable,v19.9.0,v19.9.0
node:diagnostics_channel,diagnostics_channel.TracingChannel.unsubscribe,method,status_changed,experimental,stable,v19.9.0,v19.9.0
node:diagnostics_channel,diagnostics_channel.asyncEnd,method,unchanged,stable,stable,,
node:diagnostics_channel,diagnostics_channel.asyncStart,method,unchanged,stable,stable,,
node:diagnostics_channel,diagnostics_channel.channel,method,unchanged,stable,stable,v15.1.0,v15.1.0
node:diagnostics_channel,diagnostics_channel.child_process,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.console.debug,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.console.error,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.console.info,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.console.log,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.console.warn,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.end,method,unchanged,stable,stable,,
node:diagnostics_channel,diagnostics_channel.error,method,unchanged,stable,stable,,
node:diagnostics_channel,diagnostics_channel.execve,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.hasSubscribers,method,unchanged,stable,stable,v15.1.0,v15.1.0
node:diagnostics_channel,diagnostics_channel.http.client.request.created,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http.client.request.error,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http.client.request.start,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http.client.response.finish,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http.server.request.start,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http.server.response.created,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http.server.response.finish,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http2.client.stream.bodyChunkSent,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http2.client.stream.bodySent,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http2.client.stream.close,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http2.client.stream.created,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http2.client.stream.error,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http2.client.stream.finish,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http2.client.stream.start,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http2.server.stream.close,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http2.server.stream.created,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http2.server.stream.error,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http2.server.stream.finish,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.http2.server.stream.start,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.module.import.asyncEnd,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.module.import.asyncStart,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.module.import.error,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.module.require.end,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.module.require.error,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.module.require.start,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.net.client.socket,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.net.server.socket,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.start,method,unchanged,stable,stable,,
node:diagnostics_channel,diagnostics_channel.subscribe,method,unchanged,stable,stable,v18.7.0,v18.7.0
node:diagnostics_channel,diagnostics_channel.tracing:net.server.listen:asyncEnd,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.tracing:net.server.listen:asyncStart,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.tracing:net.server.listen:error,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.tracingChannel,method,unchanged,experimental,experimental,v19.9.0,v19.9.0
node:diagnostics_channel,diagnostics_channel.udp.socket,event,added_in_node22,,stable,,
node:diagnostics_channel,diagnostics_channel.unsubscribe,method,unchanged,stable,stable,v18.7.0,v18.7.0
node:diagnostics_channel,diagnostics_channel.worker_threads,event,added_in_node22,,stable,,
node:dns,dns.Resolver,class,unchanged,stable,stable,v8.3.0,v8.3.0
node:dns,dns.Resolver.Resolver,method,unchanged,stable,stable,v8.3.0,v8.3.0
node:dns,dns.Resolver.cancel,method,unchanged,stable,stable,v8.3.0,v8.3.0
node:dns,dns.Resolver.setLocalAddress,method,unchanged,stable,stable,v15.1.0,v15.1.0
node:dns,dns.cancel,method,unchanged,stable,stable,v15.3.0,v15.3.0
node:dns,dns.getDefaultResultOrder,method,unchanged,stable,stable,v20.1.0,v20.1.0
node:dns,dns.getServers,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.lookup,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.lookupService,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.resolve,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.resolve4,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.resolve6,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.resolveAny,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.resolveCaa,method,unchanged,stable,stable,v15.0.0,v15.0.0
node:dns,dns.resolveCname,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.resolveMx,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.resolveNaptr,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.resolveNs,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.resolvePtr,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.resolveSoa,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.resolveSrv,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.resolveTlsa,method,added_in_node22,,stable,,v22.15.0
node:dns,dns.resolveTxt,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.reverse,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dns.setDefaultResultOrder,method,unchanged,stable,stable,v16.4.0,v16.4.0
node:dns,dns.setServers,method,unchanged,stable,stable,v10.6.0,v10.6.0
node:dns,dnsPromises.Resolver,class,unchanged,stable,stable,v10.6.0,v10.6.0
node:domain,domain.Domain,class,unchanged,stable,stable,,
node:domain,domain.Domain.add,method,unchanged,stable,stable,,
node:domain,domain.Domain.bind,method,unchanged,stable,stable,,
node:domain,domain.Domain.enter,method,unchanged,stable,stable,,
node:domain,domain.Domain.exit,method,unchanged,stable,stable,,
node:domain,domain.Domain.intercept,method,unchanged,stable,stable,,
node:domain,domain.Domain.remove,method,unchanged,stable,stable,,
node:domain,domain.Domain.run,method,unchanged,stable,stable,,
node:domain,domain.create,method,unchanged,stable,stable,,
node:events,events.CustomEvent,class,unchanged,stable,stable,v18.7.0,v18.7.0
node:events,events.Event,class,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.Event.composedPath,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.Event.initEvent,method,unchanged,deprecated,deprecated,v19.5.0,v19.5.0
node:events,events.Event.preventDefault,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.Event.stopImmediatePropagation,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.Event.stopPropagation,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.EventEmitter,class,unchanged,stable,stable,v0.1.26,v0.1.26
node:events,events.EventEmitter.addListener,method,unchanged,stable,stable,v0.1.26,v0.1.26
node:events,events.EventEmitter.emit,method,unchanged,stable,stable,v0.1.26,v0.1.26
node:events,events.EventEmitter.eventNames,method,unchanged,stable,stable,v6.0.0,v6.0.0
node:events,events.EventEmitter.getMaxListeners,method,unchanged,stable,stable,v1.0.0,v1.0.0
node:events,events.EventEmitter.listenerCount,method,unchanged,stable,stable,v3.2.0,v3.2.0
node:events,events.EventEmitter.listeners,method,unchanged,stable,stable,v0.1.26,v0.1.26
node:events,events.EventEmitter.newListener,event,unchanged,stable,stable,v0.1.26,v0.1.26
node:events,events.EventEmitter.off,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:events,events.EventEmitter.on,method,unchanged,stable,stable,v0.1.101,v0.1.101
node:events,events.EventEmitter.once,method,unchanged,stable,stable,v0.3.0,v0.3.0
node:events,events.EventEmitter.prependListener,method,unchanged,stable,stable,v6.0.0,v6.0.0
node:events,events.EventEmitter.prependOnceListener,method,unchanged,stable,stable,v6.0.0,v6.0.0
node:events,events.EventEmitter.rawListeners,method,unchanged,stable,stable,v9.4.0,v9.4.0
node:events,events.EventEmitter.removeAllListeners,method,unchanged,stable,stable,v0.1.26,v0.1.26
node:events,events.EventEmitter.removeListener,event,unchanged,stable,stable,v0.9.3,v0.9.3
node:events,events.EventEmitter.removeListener,method,unchanged,stable,stable,v0.1.26,v0.1.26
node:events,events.EventEmitter.setMaxListeners,method,unchanged,stable,stable,v0.3.5,v0.3.5
node:events,events.EventEmitterAsyncResource,class,unchanged,stable,stable,v17.4.0,v17.4.0
node:events,events.EventEmitterAsyncResource.emitDestroy,method,unchanged,stable,stable,,
node:events,events.EventTarget,class,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.EventTarget.addEventListener,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.EventTarget.dispatchEvent,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.EventTarget.removeEventListener,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.NodeEventTarget,class,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.NodeEventTarget.addListener,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.NodeEventTarget.emit,method,unchanged,stable,stable,v15.2.0,v15.2.0
node:events,events.NodeEventTarget.eventNames,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.NodeEventTarget.getMaxListeners,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.NodeEventTarget.listenerCount,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.NodeEventTarget.off,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.NodeEventTarget.on,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.NodeEventTarget.once,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.NodeEventTarget.removeAllListeners,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.NodeEventTarget.removeListener,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.NodeEventTarget.setMaxListeners,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:events,events.addAbortListener,method,status_changed,experimental,stable,v20.5.0,v20.5.0
node:events,events.getEventListeners,method,unchanged,stable,stable,v15.2.0,v15.2.0
node:events,events.getMaxListeners,method,unchanged,stable,stable,v19.9.0,v19.9.0
node:events,events.listenerCount,method,unchanged,deprecated,deprecated,v0.9.12,v0.9.12
node:events,events.on,method,unchanged,stable,stable,v13.6.0,v13.6.0
node:events,events.once,method,unchanged,stable,stable,v11.13.0,v11.13.0
node:events,events.setMaxListeners,method,unchanged,stable,stable,v15.4.0,v15.4.0
node:fs,fs.Dir,class,unchanged,stable,stable,v12.12.0,v12.12.0
node:fs,fs.Dir.[Symbol.Dispose],method,added_in_node22,,experimental,,v22.17.0
node:fs,fs.Dir.[Symbol.asyncDispose],method,added_in_node22,,experimental,,v22.17.0
node:fs,fs.Dir.[Symbol.asyncIterator],method,unchanged,stable,stable,v12.12.0,v12.12.0
node:fs,fs.Dir.close,method,unchanged,stable,stable,v12.12.0,v12.12.0
node:fs,fs.Dir.closeSync,method,unchanged,stable,stable,v12.12.0,v12.12.0
node:fs,fs.Dir.read,method,unchanged,stable,stable,v12.12.0,v12.12.0
node:fs,fs.Dir.readSync,method,unchanged,stable,stable,v12.12.0,v12.12.0
node:fs,fs.Dirent,class,unchanged,stable,stable,v10.10.0,v10.10.0
node:fs,fs.Dirent.isBlockDevice,method,unchanged,stable,stable,v10.10.0,v10.10.0
node:fs,fs.Dirent.isCharacterDevice,method,unchanged,stable,stable,v10.10.0,v10.10.0
node:fs,fs.Dirent.isDirectory,method,unchanged,stable,stable,v10.10.0,v10.10.0
node:fs,fs.Dirent.isFIFO,method,unchanged,stable,stable,v10.10.0,v10.10.0
node:fs,fs.Dirent.isFile,method,unchanged,stable,stable,v10.10.0,v10.10.0
node:fs,fs.Dirent.isSocket,method,unchanged,stable,stable,v10.10.0,v10.10.0
node:fs,fs.Dirent.isSymbolicLink,method,unchanged,stable,stable,v10.10.0,v10.10.0
node:fs,fs.FSWatcher,class,unchanged,stable,stable,v0.5.8,v0.5.8
node:fs,fs.FSWatcher.change,event,unchanged,stable,stable,v0.5.8,v0.5.8
node:fs,fs.FSWatcher.close,event,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FSWatcher.close,method,unchanged,stable,stable,v0.5.8,v0.5.8
node:fs,fs.FSWatcher.error,event,unchanged,stable,stable,v0.5.8,v0.5.8
node:fs,fs.FSWatcher.ref,method,unchanged,stable,stable,v14.3.0,v14.3.0
node:fs,fs.FSWatcher.unref,method,unchanged,stable,stable,v14.3.0,v14.3.0
node:fs,fs.FileHandle,class,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FileHandle.[Symbol.asyncDispose],method,unchanged,experimental,experimental,v20.4.0,v20.4.0
node:fs,fs.FileHandle.appendFile,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FileHandle.chmod,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FileHandle.chown,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FileHandle.close,event,unchanged,stable,stable,v15.4.0,v15.4.0
node:fs,fs.FileHandle.close,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FileHandle.createReadStream,method,unchanged,stable,stable,v16.11.0,v16.11.0
node:fs,fs.FileHandle.createWriteStream,method,unchanged,stable,stable,v16.11.0,v16.11.0
node:fs,fs.FileHandle.datasync,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FileHandle.read,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FileHandle.readFile,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FileHandle.readLines,method,unchanged,stable,stable,v18.11.0,v18.11.0
node:fs,fs.FileHandle.readableWebStream,method,status_changed,experimental,stable,v17.0.0,v17.0.0
node:fs,fs.FileHandle.readv,method,unchanged,stable,stable,v13.13.0,v13.13.0
node:fs,fs.FileHandle.stat,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FileHandle.sync,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FileHandle.truncate,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FileHandle.utimes,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FileHandle.write,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FileHandle.writeFile,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.FileHandle.writev,method,unchanged,stable,stable,v12.9.0,v12.9.0
node:fs,fs.ReadStream,class,unchanged,stable,stable,v0.1.93,v0.1.93
node:fs,fs.ReadStream.close,event,unchanged,stable,stable,v0.1.93,v0.1.93
node:fs,fs.ReadStream.open,event,unchanged,stable,stable,v0.1.93,v0.1.93
node:fs,fs.ReadStream.ready,event,unchanged,stable,stable,v9.11.0,v9.11.0
node:fs,fs.StatFs,class,unchanged,stable,stable,v19.6.0,v19.6.0
node:fs,fs.StatWatcher,class,unchanged,stable,stable,v14.3.0,v14.3.0
node:fs,fs.StatWatcher.ref,method,unchanged,stable,stable,v14.3.0,v14.3.0
node:fs,fs.StatWatcher.unref,method,unchanged,stable,stable,v14.3.0,v14.3.0
node:fs,fs.Stats,class,unchanged,stable,stable,v0.1.21,v0.1.21
node:fs,fs.Stats.isBlockDevice,method,unchanged,stable,stable,v0.1.10,v0.1.10
node:fs,fs.Stats.isCharacterDevice,method,unchanged,stable,stable,v0.1.10,v0.1.10
node:fs,fs.Stats.isDirectory,method,unchanged,stable,stable,v0.1.10,v0.1.10
node:fs,fs.Stats.isFIFO,method,unchanged,stable,stable,v0.1.10,v0.1.10
node:fs,fs.Stats.isFile,method,unchanged,stable,stable,v0.1.10,v0.1.10
node:fs,fs.Stats.isSocket,method,unchanged,stable,stable,v0.1.10,v0.1.10
node:fs,fs.Stats.isSymbolicLink,method,unchanged,stable,stable,v0.1.10,v0.1.10
node:fs,fs.WriteStream,class,unchanged,stable,stable,v0.1.93,v0.1.93
node:fs,fs.WriteStream.close,event,unchanged,stable,stable,v0.1.93,v0.1.93
node:fs,fs.WriteStream.close,method,unchanged,stable,stable,v0.9.4,v0.9.4
node:fs,fs.WriteStream.open,event,unchanged,stable,stable,v0.1.93,v0.1.93
node:fs,fs.WriteStream.ready,event,unchanged,stable,stable,v9.11.0,v9.11.0
node:fs,fs.access,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.accessSync,method,unchanged,stable,stable,v0.11.15,v0.11.15
node:fs,fs.appendFile,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.appendFileSync,method,unchanged,stable,stable,v0.6.7,v0.6.7
node:fs,fs.chmod,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.chmodSync,method,unchanged,stable,stable,v0.6.7,v0.6.7
node:fs,fs.chown,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.chownSync,method,unchanged,stable,stable,v0.1.97,v0.1.97
node:fs,fs.close,method,unchanged,stable,stable,v0.0.2,v0.0.2
node:fs,fs.closeSync,method,unchanged,stable,stable,v0.1.21,v0.1.21
node:fs,fs.copyFile,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.copyFileSync,method,unchanged,stable,stable,v8.5.0,v8.5.0
node:fs,fs.cp,method,status_changed,experimental,stable,v16.7.0,v16.7.0
node:fs,fs.cpSync,method,status_changed,experimental,stable,v16.7.0,v16.7.0
node:fs,fs.createReadStream,method,unchanged,stable,stable,v0.1.31,v0.1.31
node:fs,fs.createWriteStream,method,unchanged,stable,stable,v0.1.31,v0.1.31
node:fs,fs.exists,method,unchanged,deprecated,deprecated,v0.0.2,v0.0.2
node:fs,fs.existsSync,method,unchanged,stable,stable,v0.1.21,v0.1.21
node:fs,fs.fchmod,method,unchanged,stable,stable,v0.4.7,v0.4.7
node:fs,fs.fchmodSync,method,unchanged,stable,stable,v0.4.7,v0.4.7
node:fs,fs.fchown,method,unchanged,stable,stable,v0.4.7,v0.4.7
node:fs,fs.fchownSync,method,unchanged,stable,stable,v0.4.7,v0.4.7
node:fs,fs.fdatasync,method,unchanged,stable,stable,v0.1.96,v0.1.96
node:fs,fs.fdatasyncSync,method,unchanged,stable,stable,v0.1.96,v0.1.96
node:fs,fs.fstat,method,unchanged,stable,stable,v0.1.95,v0.1.95
node:fs,fs.fstatSync,method,unchanged,stable,stable,v0.1.95,v0.1.95
node:fs,fs.fsync,method,unchanged,stable,stable,v0.1.96,v0.1.96
node:fs,fs.fsyncSync,method,unchanged,stable,stable,v0.1.96,v0.1.96
node:fs,fs.ftruncate,method,unchanged,stable,stable,v0.8.6,v0.8.6
node:fs,fs.ftruncateSync,method,unchanged,stable,stable,v0.8.6,v0.8.6
node:fs,fs.futimes,method,unchanged,stable,stable,v0.4.2,v0.4.2
node:fs,fs.futimesSync,method,unchanged,stable,stable,v0.4.2,v0.4.2
node:fs,fs.glob,method,added_in_node22,,stable,,v22.0.0
node:fs,fs.globSync,method,added_in_node22,,stable,,v22.0.0
node:fs,fs.lchmod,method,unchanged,deprecated,deprecated,,
node:fs,fs.lchmodSync,method,unchanged,deprecated,deprecated,,
node:fs,fs.lchown,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.lchownSync,method,unchanged,stable,stable,,
node:fs,fs.link,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.linkSync,method,unchanged,stable,stable,v0.1.31,v0.1.31
node:fs,fs.lstat,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.lstatSync,method,unchanged,stable,stable,v0.1.30,v0.1.30
node:fs,fs.lutimes,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:fs,fs.lutimesSync,method,unchanged,stable,stable,v14.5.0,v14.5.0
node:fs,fs.mkdir,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.mkdirSync,method,unchanged,stable,stable,v0.1.21,v0.1.21
node:fs,fs.mkdtemp,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.mkdtempSync,method,unchanged,stable,stable,v5.10.0,v5.10.0
node:fs,fs.native,method,unchanged,stable,stable,v9.2.0,v9.2.0
node:fs,fs.open,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.openAsBlob,method,status_changed,experimental,stable,v19.8.0,v19.8.0
node:fs,fs.openSync,method,unchanged,stable,stable,v0.1.21,v0.1.21
node:fs,fs.opendir,method,unchanged,stable,stable,v12.12.0,v12.12.0
node:fs,fs.opendirSync,method,unchanged,stable,stable,v12.12.0,v12.12.0
node:fs,fs.read,method,unchanged,stable,stable,v0.0.2,v0.0.2
node:fs,fs.readFile,method,unchanged,stable,stable,v10.0.0,v10.0.0
node:fs,fs.readFileSync,method,unchanged,stable,stable,v0.1.8,v0.1.8
